Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Fruit_Flower,Dead,Outside_Plot,cf,Scientific_Name,Code,Life_Form,Nativity,Comments,Certified,Verified
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,19,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,40,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,17,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,27,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Fixed,5,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,24,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,21,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,4,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,31,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,13,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,added from large trees,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,3,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,8,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,12,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,20,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,28,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,4,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,10,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,2,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,8,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,12,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,9,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,26,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,16,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,13,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,11,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,58,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,10,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,48,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,9,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,1,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,7,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,3,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,32,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,41,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2023,3,Fixed,14,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,59,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,55,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,10,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,32,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,41,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,12,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,33,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,56,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,1,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,14,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,8,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,60,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,35,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,36,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,36,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,4,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,29,FALSE,FALSE,TRUE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,3,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,5,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,37,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,10,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,3,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,4,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,33,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,12,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,35,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,21,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,31,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,58,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,40,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,31,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,54,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,36,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,14,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,34,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,39,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,39,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,51,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,49,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,53,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,12,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,15,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,4,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,36,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,14,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,45,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,40,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,12,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,34,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,46,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,57,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,58,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,38,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,39,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,4,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,57,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,48,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,9,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,14,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,50,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,44,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,26,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,4,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,6,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,1,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,13,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,37,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,2,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Fixed,9,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,38,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,43,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,14,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,15,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,5,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,8,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,55,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,9,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,1,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,2,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,6,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,8,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,3,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,9,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,7,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,8,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,21,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,16,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,27,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,30,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,14,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,18,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,1,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,26,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,4,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,11,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,4,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,10,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,24,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,7,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,2,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,19,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,24,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,20,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,6,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,3,FALSE,TRUE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,12,FALSE,FALSE,FALSE,,,Metrosideros polymorpha,METPOL1,Tree,Native,,TRUE,TRUE
