Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Transect,Length,Debris_Type,Diameter,Decay_Class,Comments,Certified,Verified
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2011,1,Rotational,25,FALSE,2,50,Wood,30.2,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,9,FALSE,2,50,Wood,29,4,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,4,FALSE,2,,Wood,26.9,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,14,FALSE,2,,Wood,10.6,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,19,FALSE,2,50,Wood,50,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,FALSE,2,50,Wood,39,3,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,15,FALSE,4,,Wood,17.5,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,2,FALSE,2,,Wood,20.6,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,6,FALSE,2,50,Wood,35,5,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,5,FALSE,2,50,Wood,12.8,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,16,FALSE,6,20,Wood,28,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,11,FALSE,6,20,Wood,11,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,2,,Wood,9.3,3,,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,3,FALSE,6,10,Wood,7.6,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,32,FALSE,4,20,Wood,18,3,lin. Est,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,1,FALSE,2,50,Wood,13.6,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,47,FALSE,4,,Wood,7.9,4,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,12,FALSE,2,50,Wood,24.6,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,6,FALSE,2,50,Wood,10.8,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,54,FALSE,2,,Wood,16,4,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,42,FALSE,2,50,Wood,7.8,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,13,FALSE,6,20,Tree Fern,16,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,13,FALSE,4,,Wood,7.6,1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,24,FALSE,6,20,Wood,26.5,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,17,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,59,FALSE,2,,Wood,29,4,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,5,FALSE,2,50,Wood,18,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,2,FALSE,6,,Wood,8.6,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,13,FALSE,2,50,Tree Fern,14,5,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,14,FALSE,2,50,Wood,21.5,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,6,FALSE,2,50,Wood,16,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,49,FALSE,2,,Tree Fern,30.2,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,33,FALSE,2,50,Tree Fern,41,3,LE,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,5,FALSE,4,20,Wood,12.5,2,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,1,FALSE,2,50,Wood,10,4,linear estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,32,FALSE,2,50,Wood,34,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,2,FALSE,2,50,Wood,22.3,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,25,FALSE,6,20,Wood,11.4,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,11,FALSE,6,20,Wood,29,5,Linear Estimate,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,2,FALSE,2,,Wood,11.5,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,16,FALSE,2,50,Wood,31,2,linear est,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,5,FALSE,4,20,Wood,12.7,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,33,FALSE,2,50,Wood,11.7,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,11,FALSE,2,50,Wood,25,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,15,FALSE,4,20,Wood,8,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,7,FALSE,4,20,Wood,8,3,linear,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,9,FALSE,2,50,Wood,13.1,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,8,FALSE,2,50,Wood,14,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,29,FALSE,4,20,Wood,16,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,54,FALSE,6,,Wood,11,4,linear,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,48,FALSE,4,,Tree Fern,23,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,37,FALSE,2,50,Wood,47,1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,27,FALSE,2,50,Wood,8,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,4,FALSE,4,20,Wood,7.8,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,51,FALSE,4,,Tree Fern,18.4,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,46,FALSE,4,,Wood,7.9,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,8,FALSE,2,50,Wood,12,3,linear estimate,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Rotational,13,FALSE,6,20,Wood,9.8,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,4,20,Wood,30,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,43,FALSE,2,50,Tree Fern,60,3,linear est,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,29,FALSE,2,50,Wood,8,5,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,2,50,Wood,29,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,6,FALSE,2,,Wood,27.2,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,32,FALSE,6,20,Wood,15,4,lin. Est,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,5,FALSE,2,50,Wood,12,4,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,4,FALSE,2,,Wood,25,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,19,FALSE,2,50,Wood,13.5,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,11,FALSE,2,50,Wood,16,2,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,10,FALSE,6,20,Wood,14.5,2,Linear estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,9,FALSE,2,50,Wood,8.4,1,linear estimate,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,7,FALSE,4,20,Wood,8.7,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,39,FALSE,6,10,Wood,24.3,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,13,FALSE,4,,Wood,8.1,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,7,FALSE,2,50,Wood,12.4,3,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,40,FALSE,2,50,Wood,50.5,2,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,1,FALSE,2,50,Wood,9.9,4,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2017,2,Fixed,3,FALSE,6,10,Wood,22,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,1,FALSE,4,20,Wood,9,1,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2017,2,Fixed,3,FALSE,2,20,Wood,10,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,20,FALSE,4,20,Wood,8,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,37,FALSE,4,20,Tree Fern,26,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,6,FALSE,2,50,Wood,8.2,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,1,FALSE,2,,Wood,33,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,1,FALSE,2,50,Wood,35.5,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,4,FALSE,4,20,Wood,36,3,linear est,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,56,FALSE,2,,Tree Fern,11.7,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,16,FALSE,2,50,Wood,13.5,5,linear estimate,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,49,FALSE,6,,Wood,8.1,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,1,FALSE,4,20,Wood,24,2,linear estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,27,FALSE,6,20,Wood,44,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,14,FALSE,2,50,Wood,11,5,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2017,2,Rotational,16,FALSE,6,10,Wood,8.5,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,14,FALSE,4,,Wood,14.9,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,4,,Wood,10.1,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,1,FALSE,2,,Tree Fern,20.6,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,FALSE,2,50,Wood,18,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,2,,Wood,18.3,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,45,FALSE,2,50,Wood,8.7,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,40,FALSE,2,50,Wood,11.5,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,44,FALSE,2,50,Tree Fern,25.9,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,44,FALSE,6,20,Wood,20.4,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,2,FALSE,2,50,Tree Fern,14,3,Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,14,FALSE,6,20,Wood,15.5,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,9,FALSE,6,20,Wood,18.8,4,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,5,FALSE,6,20,Wood,10,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,7,FALSE,2,50,Wood,15.7,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,27,FALSE,2,50,Wood,29,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,33,FALSE,2,50,Tree Fern,37,3,LE,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,11,FALSE,2,50,Tree Fern,26,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,7,FALSE,4,20,Wood,8.1,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,12,FALSE,6,20,Wood,12.4,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,2,FALSE,2,,Tree Fern,18.8,3,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,2,FALSE,2,50,Wood,10.9,3,linear estimate,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,37,FALSE,2,50,Wood,17.4,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,31,FALSE,4,20,Wood,18,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,22,FALSE,6,20,Wood,13,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,28.5,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,31,FALSE,2,50,Tree Fern,18,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,47,FALSE,4,,Wood,18.5,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,14,FALSE,2,,Wood,52,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,2,50,Wood,25,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,55,FALSE,4,,Tree Fern,14.1,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,37,FALSE,6,20,Wood,15.4,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,21,FALSE,2,50,Tree Fern,17,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,5,FALSE,4,20,Wood,8.3,3,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,37,FALSE,6,20,Tree Fern,10.8,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,31,FALSE,2,50,Tree Fern,36,5,Linear estimate,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,1,FALSE,6,20,Wood,7.6,2,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,5,FALSE,6,,Tree Fern,16.2,5,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2012,1,Fixed,5,FALSE,2,20,Wood,8.8,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,FALSE,4,20,Wood,30,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,4,FALSE,2,50,Wood,28.5,1,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,5,FALSE,2,50,Wood,7.8,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,7,FALSE,4,20,Wood,27,3,unknown tree fern / wood,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,1,FALSE,2,,Wood,16.4,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,2,,Tree Fern,24.9,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,43,FALSE,2,50,Wood,14,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,6,FALSE,4,,Wood,11,5,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,2,50,Wood,15,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,2,FALSE,2,50,Tree Fern,24,3,Linear Estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,7,FALSE,6,20,Wood,9.2,3,linear estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,6,20,Wood,10.8,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,3,FALSE,4,20,Wood,25.4,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,13,FALSE,4,,Tree Fern,28,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,39,FALSE,2,50,Wood,10.5,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,2,FALSE,4,20,Wood,21,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,29,FALSE,4,20,Wood,8,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,49,FALSE,2,,Wood,11.8,2,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,60,FALSE,4,,Wood,14.2,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,1,FALSE,6,,Wood,8.2,5,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,14,FALSE,2,50,Wood,52,3,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,6,FALSE,4,20,Wood,13.5,2,Linear estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,2,FALSE,2,50,Wood,17.3,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2023,3,Fixed,14,FALSE,2,,Wood,9.2,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,2,FALSE,4,20,Wood,11,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,46,FALSE,4,,Tree Fern,33.8,5,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,30,FALSE,6,20,Wood,9.5,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,15,FALSE,2,50,Tree Fern,34,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,11,FALSE,2,50,Wood,11.1,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,1,FALSE,6,,Wood,14,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,31,FALSE,2,50,Wood,8.6,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,14,FALSE,4,20,Wood,16,3,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,33,FALSE,4,20,Wood,13.2,1,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,17,FALSE,6,20,Wood,49,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,5,FALSE,2,,Wood,14.1,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,15,FALSE,4,20,Wood,12,3,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Rotational,35,FALSE,4,20,Wood,12.7,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,19,FALSE,6,20,Wood,23,4,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,16,FALSE,2,50,Wood,26.5,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,41,FALSE,2,50,Wood,26,3,linear est,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,35,FALSE,6,20,Tree Fern,20,3,Linear estimate,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,4,FALSE,6,20,Wood,17,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,37,FALSE,4,20,Wood,43,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,6,20,Wood,9.7,5,linear estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,2,50,Wood,29.5,2,root-like mass at center,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,7,FALSE,2,50,Wood,8.2,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,51,FALSE,2,,Tree Fern,22.7,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,6,FALSE,6,,Wood,9.2,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,48,FALSE,4,,Wood,16.3,4,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,43,FALSE,4,20,Tree Fern,7.9,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,13,FALSE,2,50,Tree Fern,42,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,11,FALSE,4,,Wood,15.9,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,55,FALSE,6,,Wood,7.7,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,26,FALSE,4,20,Wood,13.1,3,,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Rotational,16,FALSE,2,20,Wood,11,3,linear est.,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,44,FALSE,2,50,Wood,63,2,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,41,FALSE,2,50,Wood,18,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,11,FALSE,6,20,Wood,14,4,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,37,FALSE,4,20,Wood,48.6,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,6,FALSE,2,50,Wood,40,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,45,FALSE,6,20,Wood,8.2,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,2,,Tree Fern,21.4,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,46,FALSE,2,,Wood,9.6,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,2,FALSE,4,20,Wood,9,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,6,,Wood,14.7,4,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,3,FALSE,4,20,Wood,24,2,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,37,FALSE,2,50,Wood,16.2,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,4,FALSE,6,,Tree Fern,13.4,5,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,10.6,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,57,FALSE,6,,Wood,24.4,3,,TRUE,TRUE
