Event_ID,Image_Point_ID,Unit_Code,Community,Sampling_Frame,Year,Cycle,Transect_Type,Transect_Number,Image_Point,Latitude,Latitude_Dir,Longitude,Longitude_Dir,GCS,GPS_Error
20140812080129-579518616.199493,20140812093101-533424019.813538,HALE,Wet Forest,Kipahulu District,2013,1,Fixed,4,0,20.687833,North,-156.085872,West,World Geodetic System 1984,7
20140812080129-579518616.199493,20140812093805-774740099.906921,HALE,Wet Forest,Kipahulu District,2013,1,Fixed,4,200,20.687168,North,-156.084983,West,World Geodetic System 1984,15
20140812080129-579518616.199493,20140812093857-760723590.85083,HALE,Wet Forest,Kipahulu District,2013,1,Fixed,4,400,20.6863,North,-156.08381,West,World Geodetic System 1984,16
20140812080129-579518616.199493,20140812093927-709037899.971008,HALE,Wet Forest,Kipahulu District,2013,1,Fixed,4,600,20.684866,North,-156.083866,West,World Geodetic System 1984,10
20140812080129-579518616.199493,20140812094031-414032697.677612,HALE,Wet Forest,Kipahulu District,2013,1,Fixed,4,800,20.683604,North,-156.083459,West,World Geodetic System 1984,10
20140812080129-579518616.199493,20140812094110-790480017.662048,HALE,Wet Forest,Kipahulu District,2013,1,Fixed,4,1000,20.682679,North,-156.082143,West,World Geodetic System 1984,11
20150323085410-862619340.419769,20150604130441-378902554.512024,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,24,0,19.38709,North,-155.227424,West,World Geodetic System 1984,2
20150323085410-862619340.419769,20150604130801-97973823.5473633,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,24,200,19.387357,North,-155.229227,West,World Geodetic System 1984,3
20150323085410-862619340.419769,20150604131132-543360590.934753,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,24,400,19.387741,North,-155.23105,West,World Geodetic System 1984,3
20150323085410-862619340.419769,20150604131244-462980031.967163,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,24,600,19.387989,North,-155.232947,West,World Geodetic System 1984,2
20150323085410-862619340.419769,20150604131359-979077935.218811,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,24,800,19.38811,North,-155.234834,West,World Geodetic System 1984,3
20150323085410-862619340.419769,20150604131533-474459171.295166,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,24,1000,19.388376,North,-155.236741,West,World Geodetic System 1984,3
20150323123456-807941019.535065,20151229124625-474459171.295166,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,25,0,19.389969,North,-155.237943,West,World Geodetic System 1984,7
20150323123456-807941019.535065,20151229124639-628751873.970032,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,25,200,19.390073,North,-155.23605,West,World Geodetic System 1984,6
20150323123456-807941019.535065,20151229124642-156302213.668823,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,25,400,19.390195,North,-155.234205,West,World Geodetic System 1984,8
20150323123456-807941019.535065,20151229124644-654499411.582947,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,25,600,19.390316,North,-155.232437,West,World Geodetic System 1984,4
20150323123456-807941019.535065,20151229124646-390471458.435059,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,25,800,19.390432,North,-155.230392,West,World Geodetic System 1984,3
20150323123456-807941019.535065,20151229124649-783995270.729065,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,25,1000,19.390383,North,-155.228497,West,World Geodetic System 1984,3
20150513154911-919377088.546753,20150514093753-871445834.636688,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,2,0,19.385599,North,-155.216402,West,World Geodetic System 1984,7
20150513154911-919377088.546753,20150604111226-298165440.559387,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,2,200,19.383922,North,-155.215446,West,World Geodetic System 1984,4
20150513154911-919377088.546753,20150604111800-100052237.510681,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,2,400,19.382388,North,-155.214597,West,World Geodetic System 1984,5
20150513154911-919377088.546753,20150604115914-948571085.929871,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,2,600,19.380755,North,-155.21369,West,World Geodetic System 1984,11
20150513154911-919377088.546753,20150604120100-412766814.231873,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,2,800,19.37923,North,-155.212784,West,World Geodetic System 1984,5
20150513154911-919377088.546753,20150604120234-457971453.666687,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,2,1000,19.377632,North,-155.21202,West,World Geodetic System 1984,4
20150513154911-919377088.546753,20150604120713-430261135.101318,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,2,Other,,,,,World Geodetic System 1984,
20150514100501-279342055.32074,20150604121744-709037899.971008,HAVO,Wet Forest,Olaa,2015,2,Rotational,30,0,19.481997,North,-155.235519,West,World Geodetic System 1984,7
20150514100501-279342055.32074,20150604124044-829801619.052887,HAVO,Wet Forest,Olaa,2015,2,Rotational,30,200,19.480323,North,-155.235744,West,World Geodetic System 1984,7
20150514100501-279342055.32074,20150604124246-243931353.092194,HAVO,Wet Forest,Olaa,2015,2,Rotational,30,400,19.478592,North,-155.236215,West,World Geodetic System 1984,13
20150514100501-279342055.32074,20150604124438-575183808.803558,HAVO,Wet Forest,Olaa,2015,2,Rotational,30,600,19.476889,North,-155.236677,West,World Geodetic System 1984,7
20150514100501-279342055.32074,20150604125056-979829370.975494,HAVO,Wet Forest,Olaa,2015,2,Rotational,30,800,19.475176,North,-155.237159,West,World Geodetic System 1984,6
20150514100501-279342055.32074,20150604125210-410073220.729828,HAVO,Wet Forest,Olaa,2015,2,Rotational,30,1000,19.473254,North,-155.237713,West,World Geodetic System 1984,12
20150618081302-705547511.577606,20150826081448-474459171.295166,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,5,0,19.354402,North,-155.163908,West,World Geodetic System 1984,10
20150618081302-705547511.577606,20150826081629-654499411.582947,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,5,200,19.353386,North,-155.162762,West,World Geodetic System 1984,15
20150618081302-705547511.577606,20150826081655-390471458.435059,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,5,400,19.351987,North,-155.161116,West,World Geodetic System 1984,10
20150618081302-705547511.577606,20150826081747-210368633.270264,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,5,600,19.350592,North,-155.159975,West,World Geodetic System 1984,6
20150618081302-705547511.577606,20150826082027-357023119.926453,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,5,800,19.349188,North,-155.158729,West,World Geodetic System 1984,3
20150618081302-705547511.577606,20150826082121-461874365.80658,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,5,1000,19.347582,North,-155.157851,West,World Geodetic System 1984,3
20150826072144-705547511.577606,20150826072656-289562463.760376,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,4,1000,19.382626,North,-155.18895,West,World Geodetic System 1984,4
20150826072144-705547511.577606,20150826072847-760723590.85083,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,4,800,19.384213,North,-155.189876,West,World Geodetic System 1984,4
20150826072144-705547511.577606,20150826072903-709037899.971008,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,4,600,19.385821,North,-155.190678,West,World Geodetic System 1984,4
20150826072144-705547511.577606,20150826073011-414032697.677612,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,4,400,19.387463,North,-155.191528,West,World Geodetic System 1984,4
20150826072144-705547511.577606,20150826073036-790480017.662048,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,4,200,19.389034,North,-155.192377,West,World Geodetic System 1984,2
20150826072144-705547511.577606,20150826073059-961953163.146973,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,4,0,19.390648,North,-155.193293,West,World Geodetic System 1984,3
20150826075650-579518616.199493,20150826095102-272942364.215851,HAVO,Wet Forest,Olaa,2015,2,Fixed,9,0,19.510787,North,-155.247478,West,World Geodetic System 1984,6
20150826075650-579518616.199493,20150826142648-927883088.588715,HAVO,Wet Forest,Olaa,2015,2,Fixed,9,200,19.511799,North,-155.245996,West,World Geodetic System 1984,5
20150826075650-579518616.199493,20150826143447-547668516.635895,HAVO,Wet Forest,Olaa,2015,2,Fixed,9,400,19.512712,North,-155.244409,West,World Geodetic System 1984,17
20150826075650-579518616.199493,20150826143700-996771395.206451,HAVO,Wet Forest,Olaa,2015,2,Fixed,9,600,19.513545,North,-155.242782,West,World Geodetic System 1984,6
20150826075650-579518616.199493,20150826143818-422918260.097504,HAVO,Wet Forest,Olaa,2015,2,Fixed,9,800,19.514226,North,-155.241106,West,World Geodetic System 1984,5
20150826075650-579518616.199493,20150826144049-489830434.322357,HAVO,Wet Forest,Olaa,2015,2,Fixed,9,1000,19.515096,North,-155.239412,West,World Geodetic System 1984,5
20150826082900-927616536.617279,20150826083034-443862497.806549,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,6,0,19.364098,North,-155.159725,West,World Geodetic System 1984,10
20150826082900-927616536.617279,20150826083236-30950605.8692932,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,6,200,19.362852,North,-155.158119,West,World Geodetic System 1984,9
20150826082900-927616536.617279,20150826083347-44933855.5335999,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,6,400,19.36162,North,-155.156913,West,World Geodetic System 1984,6
20150826082900-927616536.617279,20150826083454-542941153.049469,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,6,600,19.360525,North,-155.155614,West,World Geodetic System 1984,9
20150826082900-927616536.617279,20150826083648-347726404.666901,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,6,800,19.359302,North,-155.154389,West,World Geodetic System 1984,11
20150826082900-927616536.617279,20150826083807-547668516.635895,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,6,1000,19.357988,North,-155.153182,West,World Geodetic System 1984,7
20150826090726-972966670.98999,20150826090843-378991246.22345,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,7,0,19.362057,North,-155.139008,West,World Geodetic System 1984,2
20150826090726-972966670.98999,20150826091000-909204125.404358,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,7,200,19.360898,North,-155.137718,West,World Geodetic System 1984,4
20150826090726-972966670.98999,20150826091148-155435681.343079,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,7,400,19.359777,North,-155.136304,West,World Geodetic System 1984,2
20150826090726-972966670.98999,20150826091235-325205445.289612,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,7,600,19.358464,North,-155.13506,West,World Geodetic System 1984,2
20150826090726-972966670.98999,20150826091249-804267168.045044,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,7,800,19.35694,North,-155.13405,West,World Geodetic System 1984,3
20150826090726-972966670.98999,20150826091412-406062722.206116,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,7,1000,19.355334,North,-155.133154,West,World Geodetic System 1984,2
20150826095036-406934142.112732,20150826095320-531989693.641663,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,9,0,19.373801,North,-155.125751,West,World Geodetic System 1984,2.1
20150826095036-406934142.112732,20150826095451-405744910.240173,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,9,200,19.372452,North,-155.124497,West,World Geodetic System 1984,2.4
20150826095036-406934142.112732,20150826095544-770071864.128113,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,9,400,19.371039,North,-155.123298,West,World Geodetic System 1984,2.8
20150826095036-406934142.112732,20150826095658-684251785.27832,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,9,600,19.369662,North,-155.122091,West,World Geodetic System 1984,2.4
20150826095036-406934142.112732,20150826095821-602104067.802429,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,9,800,19.36824,North,-155.120892,West,World Geodetic System 1984,2.4
20150826095036-406934142.112732,20150826095911-964709043.502808,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,9,1000,19.366773,North,-155.119693,West,World Geodetic System 1984,2.4
20150826152200-223261773.586273,20150826152304-363458693.027496,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,22,0,19.342702,North,-155.148871,West,World Geodetic System 1984,2
20150826152200-223261773.586273,20150826152608-684062302.112579,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,22,200,19.344556,North,-155.148705,West,World Geodetic System 1984,3
20150826152200-223261773.586273,20150826152632-613934934.139252,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,22,400,19.346321,North,-155.148405,West,World Geodetic System 1984,2
20150826152200-223261773.586273,20150826152704-161743700.504303,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,22,600,19.34812,North,-155.148238,West,World Geodetic System 1984,4
20150826152200-223261773.586273,20150826152758-793197572.231293,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,22,800,19.349884,North,-155.148032,West,World Geodetic System 1984,4
20150826152200-223261773.586273,20150826152914-216733515.262604,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,22,1000,19.351595,North,-155.147722,West,World Geodetic System 1984,4
20150826161129-909298360.347748,20150826161245-575873911.380768,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,23,0,19.342658,North,-155.117145,West,World Geodetic System 1984,2.4
20150826161129-909298360.347748,20150826161422-758574426.174164,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,23,200,19.342978,North,-155.115294,West,World Geodetic System 1984,3
20150826161129-909298360.347748,20150826161515-794173538.684845,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,23,400,19.343307,North,-155.113395,West,World Geodetic System 1984,3
20150826161129-909298360.347748,20150826161554-653397262.096405,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,23,600,19.3437,North,-155.111449,West,World Geodetic System 1984,3
20150826161129-909298360.347748,20150826161628-73634207.2486877,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,23,800,19.344074,North,-155.109551,West,World Geodetic System 1984,2.7
20150826161129-909298360.347748,20150826161642-582484424.114227,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Rotational,23,1000,19.344511,North,-155.10771,West,World Geodetic System 1984,3.5
20150827075238-620209574.699402,20150827075455-149245738.983154,HAVO,Wet Forest,Olaa,2015,2,Fixed,2,0,19.484394,North,-155.210191,West,World Geodetic System 1984,11
20150827075238-620209574.699402,20150827075622-406421303.749084,HAVO,Wet Forest,Olaa,2015,2,Fixed,2,200,19.485399,North,-155.208509,West,World Geodetic System 1984,7
20150827075238-620209574.699402,20150827075727-412967801.094055,HAVO,Wet Forest,Olaa,2015,2,Fixed,2,400,19.486366,North,-155.207008,West,World Geodetic System 1984,5
20150827075238-620209574.699402,20150827075821-509068131.446838,HAVO,Wet Forest,Olaa,2015,2,Fixed,2,600,19.487434,North,-155.205356,West,World Geodetic System 1984,11
20150827075238-620209574.699402,20150827075914-292866826.057434,HAVO,Wet Forest,Olaa,2015,2,Fixed,2,800,19.488418,North,-155.203893,West,World Geodetic System 1984,8
20150827075238-620209574.699402,20150827080008-190633416.175842,HAVO,Wet Forest,Olaa,2015,2,Fixed,2,1000,19.489521,North,-155.202346,West,World Geodetic System 1984,5
20150827075238-620209574.699402,20150827081737-526573181.152344,HAVO,Wet Forest,Olaa,2015,2,Fixed,2,Other,,,,,World Geodetic System 1984,
20150827085216-646587133.407593,20150827085654-712730467.319489,HAVO,Wet Forest,Olaa,2015,2,Fixed,3,0,19.47809,North,-155.223504,West,World Geodetic System 1984,3
20150827085216-646587133.407593,20150827090007-186013519.763947,HAVO,Wet Forest,Olaa,2015,2,Fixed,3,200,19.478896,North,-155.221858,West,World Geodetic System 1984,3
20150827085216-646587133.407593,20150827090032-80714643.0015564,HAVO,Wet Forest,Olaa,2015,2,Fixed,3,400,19.479628,North,-155.220288,West,World Geodetic System 1984,3
20150827085216-646587133.407593,20150827090055-905729830.265045,HAVO,Wet Forest,Olaa,2015,2,Fixed,3,600,19.480524,North,-155.218681,West,World Geodetic System 1984,3
20150827085216-646587133.407593,20150827090122-785212218.761444,HAVO,Wet Forest,Olaa,2015,2,Fixed,3,800,19.481348,North,-155.217035,West,World Geodetic System 1984,
20150827085216-646587133.407593,20150827090147-289665043.354034,HAVO,Wet Forest,Olaa,2015,2,Fixed,3,1000,19.48228,North,-155.21541,West,World Geodetic System 1984,3
20150902141326-705547511.577606,20150902141853-579518616.199493,HAVO,Wet Forest,Olaa,2015,2,Fixed,10,0,19.501658,North,-155.271124,West,World Geodetic System 1984,3
20150902141326-705547511.577606,20150902141914-301948010.921478,HAVO,Wet Forest,Olaa,2015,2,Fixed,10,200,19.502402,North,-155.26943,West,World Geodetic System 1984,4
20150902141326-705547511.577606,20150902142151-949556648.731232,HAVO,Wet Forest,Olaa,2015,2,Fixed,10,400,19.502757,North,-155.267778,West,World Geodetic System 1984,3
20150902141326-705547511.577606,20150902142449-622696697.711945,HAVO,Wet Forest,Olaa,2015,2,Fixed,10,600,19.50351,North,-155.266102,West,World Geodetic System 1984,4
20150902141326-705547511.577606,20150902142547-910964310.16922,HAVO,Wet Forest,Olaa,2015,2,Fixed,10,800,19.504288,North,-155.264513,West,World Geodetic System 1984,4
20150902141326-705547511.577606,20150902142815-575183808.803558,HAVO,Wet Forest,Olaa,2015,2,Fixed,10,1000,19.504643,North,-155.262889,West,World Geodetic System 1984,2
20150902145053-938545167.446136,20150902145405-506087362.766266,HAVO,Wet Forest,Olaa,2015,2,Fixed,6,0,19.488246,North,-155.253776,West,World Geodetic System 1984,4
20150902145053-938545167.446136,20150902150019-18758356.5711975,HAVO,Wet Forest,Olaa,2015,2,Fixed,6,200,19.489152,North,-155.252112,West,World Geodetic System 1984,5
20150902145053-938545167.446136,20150902150116-657054960.727692,HAVO,Wet Forest,Olaa,2015,2,Fixed,6,400,19.489914,North,-155.250428,West,World Geodetic System 1984,9
20150902145053-938545167.446136,20150902150227-149981081.485748,HAVO,Wet Forest,Olaa,2015,2,Fixed,6,600,19.49072,North,-155.248782,West,World Geodetic System 1984,4
20150902145053-938545167.446136,20150902150327-89641392.2309875,HAVO,Wet Forest,Olaa,2015,2,Fixed,6,800,19.491562,North,-155.247136,West,World Geodetic System 1984,3
20150902145053-938545167.446136,20150902150404-401842057.704926,HAVO,Wet Forest,Olaa,2015,2,Fixed,6,1000,19.492235,North,-155.245355,West,World Geodetic System 1984,4
20150902154258-705547511.577606,20150902154535-579518616.199493,HAVO,Wet Forest,Olaa,2015,2,Fixed,8,0,19.495876,North,-155.259758,West,World Geodetic System 1984,4
20150902154258-705547511.577606,20150902155031-575183808.803558,HAVO,Wet Forest,Olaa,2015,2,Fixed,8,1000,19.500262,North,-155.252085,West,World Geodetic System 1984,4
20150902154258-705547511.577606,20160112114629-414032697.677612,HAVO,Wet Forest,Olaa,2015,2,Fixed,8,200,19.496582,North,-155.258149,West,World Geodetic System 1984,3
20150902154258-705547511.577606,20160112114630-56236863.1362915,HAVO,Wet Forest,Olaa,2015,2,Fixed,8,800,19.499536,North,-155.253789,West,World Geodetic System 1984,6
20150902154258-705547511.577606,20160112114630-790480017.662048,HAVO,Wet Forest,Olaa,2015,2,Fixed,8,400,19.497566,North,-155.2568,West,World Geodetic System 1984,2
20150902154258-705547511.577606,20160112114630-961953163.146973,HAVO,Wet Forest,Olaa,2015,2,Fixed,8,600,19.498535,North,-155.255147,West,World Geodetic System 1984,3
20150902162850-985373914.241791,20151228140332-414032697.677612,HAVO,Wet Forest,Olaa,2015,2,Rotational,21,0,19.48957,North,-155.257699,West,World Geodetic System 1984,3
20150902162850-985373914.241791,20151228140752-364018678.665161,HAVO,Wet Forest,Olaa,2015,2,Rotational,21,200,19.490872,North,-155.25905,West,World Geodetic System 1984,2
20150902162850-985373914.241791,20151228140927-298165440.559387,HAVO,Wet Forest,Olaa,2015,2,Rotational,21,400,19.49211,North,-155.260477,West,World Geodetic System 1984,4
20150902162850-985373914.241791,20151228141108-824602127.075195,HAVO,Wet Forest,Olaa,2015,2,Rotational,21,600,19.493312,North,-155.261865,West,World Geodetic System 1984,4
20150902162850-985373914.241791,20151228141254-533873081.207275,HAVO,Wet Forest,Olaa,2015,2,Rotational,21,800,19.494361,North,-155.263137,West,World Geodetic System 1984,4
20150902162850-985373914.241791,20151228141402-100052237.510681,HAVO,Wet Forest,Olaa,2015,2,Rotational,21,1000,19.495527,North,-155.264515,West,World Geodetic System 1984,3
20150914091853-579518616.199493,20150914092227-301948010.921478,HAVO,Wet Forest,Olaa,2015,2,Rotational,23,0,19.483139,North,-155.24762,West,World Geodetic System 1984,2
20150914091853-579518616.199493,20150914092345-14017641.544342,HAVO,Wet Forest,Olaa,2015,2,Rotational,23,200,19.484374,North,-155.24637,West,World Geodetic System 1984,4
20150914091853-579518616.199493,20150914092408-814490020.275116,HAVO,Wet Forest,Olaa,2015,2,Rotational,23,400,19.485697,North,-155.245255,West,World Geodetic System 1984,4
20150914091853-579518616.199493,20150914092450-45352756.9770813,HAVO,Wet Forest,Olaa,2015,2,Rotational,23,600,19.487094,North,-155.244036,West,World Geodetic System 1984,3
20150914091853-579518616.199493,20150914092513-862619340.419769,HAVO,Wet Forest,Olaa,2015,2,Rotational,23,800,19.488428,North,-155.242826,West,World Geodetic System 1984,5
20150914091853-579518616.199493,20150914092527-373536169.528961,HAVO,Wet Forest,Olaa,2015,2,Rotational,23,1000,19.48976,North,-155.241673,West,World Geodetic System 1984,5
20150914094841-886600077.152252,20150914095124-302497565.746307,HAVO,Wet Forest,Olaa,2015,2,Rotational,22,0,19.476311,North,-155.21829,West,World Geodetic System 1984,3
20150914094841-886600077.152252,20150914095156-150311291.217804,HAVO,Wet Forest,Olaa,2015,2,Rotational,22,200,19.475047,North,-155.219692,West,World Geodetic System 1984,2
20150914094841-886600077.152252,20150914095222-223261773.586273,HAVO,Wet Forest,Olaa,2015,2,Rotational,22,400,19.47402,North,-155.221011,West,World Geodetic System 1984,3
20150914094841-886600077.152252,20150914095255-363458693.027496,HAVO,Wet Forest,Olaa,2015,2,Rotational,22,600,19.47274,North,-155.22226,West,World Geodetic System 1984,3
20150914094841-886600077.152252,20150914095319-478014171.123505,HAVO,Wet Forest,Olaa,2015,2,Rotational,22,800,19.471254,North,-155.223344,West,World Geodetic System 1984,4
20150914094841-886600077.152252,20150914095349-684062302.112579,HAVO,Wet Forest,Olaa,2015,2,Rotational,22,1000,19.470046,North,-155.224642,West,World Geodetic System 1984,3
20150914104105-904373705.387115,20150914104535-667538344.860077,HAVO,Wet Forest,Olaa,2015,2,Rotational,24,0,19.502394,North,-155.241085,West,World Geodetic System 1984,7
20150914104105-904373705.387115,20150914104734-580878436.565399,HAVO,Wet Forest,Olaa,2015,2,Rotational,24,200,19.501649,North,-155.239284,West,World Geodetic System 1984,7
20150914104105-904373705.387115,20150914104826-93152582.6454163,HAVO,Wet Forest,Olaa,2015,2,Rotational,24,400,19.500866,North,-155.237616,West,World Geodetic System 1984,5
20150914104105-904373705.387115,20150914104926-499257028.102875,HAVO,Wet Forest,Olaa,2015,2,Rotational,24,600,19.499938,North,-155.235975,West,World Geodetic System 1984,2
20150914104105-904373705.387115,20150914105024-615071594.715118,HAVO,Wet Forest,Olaa,2015,2,Rotational,24,800,19.499082,North,-155.234344,West,World Geodetic System 1984,7
20150914104105-904373705.387115,20150914105155-420111358.165741,HAVO,Wet Forest,Olaa,2015,2,Rotational,24,1000,19.498217,North,-155.232675,West,World Geodetic System 1984,3
20150914113618-702406346.797943,20150914113924-420877039.432526,HAVO,Wet Forest,Olaa,2015,2,Rotational,27,0,19.494503,North,-155.218928,West,World Geodetic System 1984,9
20150914113618-702406346.797943,20150914114028-43198525.9056091,HAVO,Wet Forest,Olaa,2015,2,Rotational,27,200,19.496289,North,-155.219105,West,World Geodetic System 1984,5
20150914113618-702406346.797943,20150914114110-468735992.908478,HAVO,Wet Forest,Olaa,2015,2,Rotational,27,400,19.498129,North,-155.219264,West,World Geodetic System 1984,7
20150914113618-702406346.797943,20150914114152-249270141.124725,HAVO,Wet Forest,Olaa,2015,2,Rotational,27,600,19.499798,North,-155.21941,West,World Geodetic System 1984,6
20150914113618-702406346.797943,20150914114405-711056768.894196,HAVO,Wet Forest,Olaa,2015,2,Rotational,27,800,19.501603,North,-155.219559,West,World Geodetic System 1984,7
20150914113618-702406346.797943,20150914114450-647697865.962982,HAVO,Wet Forest,Olaa,2015,2,Rotational,27,1000,19.503389,North,-155.219754,West,World Geodetic System 1984,7
20150914120914-56689262.3901367,20150914121029-162768006.324768,HAVO,Wet Forest,Olaa,2015,2,Rotational,29,0,19.491663,North,-155.206623,West,World Geodetic System 1984,6
20150914120914-56689262.3901367,20150914121134-546630382.537842,HAVO,Wet Forest,Olaa,2015,2,Rotational,29,200,19.49347,North,-155.206581,West,World Geodetic System 1984,6
20150914120914-56689262.3901367,20150914121217-445046782.493591,HAVO,Wet Forest,Olaa,2015,2,Rotational,29,400,19.495285,North,-155.206662,West,World Geodetic System 1984,6
20150914120914-56689262.3901367,20150914121229-38600921.6308594,HAVO,Wet Forest,Olaa,2015,2,Rotational,29,600,19.497189,North,-155.206764,West,World Geodetic System 1984,8
20150914120914-56689262.3901367,20150914121402-58765530.5862427,HAVO,Wet Forest,Olaa,2015,2,Rotational,29,800,19.498986,North,-155.206789,West,World Geodetic System 1984,10
20150914120914-56689262.3901367,20150914121446-983708381.652832,HAVO,Wet Forest,Olaa,2015,2,Rotational,29,1000,19.500766,North,-155.206746,West,World Geodetic System 1984,8
20150914124724-993945777.416229,20150914124832-490532696.247101,HAVO,Wet Forest,Olaa,2015,2,Rotational,28,0,19.510005,North,-155.261621,West,World Geodetic System 1984,6
20150914124724-993945777.416229,20150914125008-371118009.090424,HAVO,Wet Forest,Olaa,2015,2,Rotational,28,200,19.508756,North,-155.260375,West,World Geodetic System 1984,6
20150914124724-993945777.416229,20150914125054-903875172.138214,HAVO,Wet Forest,Olaa,2015,2,Rotational,28,400,19.507417,North,-155.259147,West,World Geodetic System 1984,7
20150914124724-993945777.416229,20150914125137-824130237.102509,HAVO,Wet Forest,Olaa,2015,2,Rotational,28,600,19.506041,North,-155.257947,West,World Geodetic System 1984,2
20150914124724-993945777.416229,20150914125217-56527674.1981506,HAVO,Wet Forest,Olaa,2015,2,Rotational,28,800,19.504729,North,-155.256728,West,World Geodetic System 1984,4
20150914124724-993945777.416229,20150914125242-984189689.159393,HAVO,Wet Forest,Olaa,2015,2,Rotational,28,1000,19.503488,North,-155.255511,West,World Geodetic System 1984,4
20150914141334-777957856.655121,20150914141815-584239065.647125,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,10,1000,19.344683,North,-155.137135,West,World Geodetic System 1984,2
20150914141334-777957856.655121,20150914141953-865830957.889557,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,10,800,19.346151,North,-155.138297,West,World Geodetic System 1984,3
20150914141334-777957856.655121,20150914142104-523980081.08139,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,10,600,19.347463,North,-155.139579,West,World Geodetic System 1984,3
20150914141334-777957856.655121,20150914142203-48625409.6031189,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,10,400,19.348767,North,-155.1409,West,World Geodetic System 1984,2
20150914141334-777957856.655121,20150914142252-719282090.66391,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,10,200,19.350116,North,-155.142145,West,World Geodetic System 1984,3
20150914141334-777957856.655121,20150914142347-995422780.513763,HAVO,Wet Forest,Nahuku/East Rift,2015,2,Fixed,10,0,19.351519,North,-155.143429,West,World Geodetic System 1984,2
