Event_ID,Unit_Code,Entered_Date,Updated_Date,Verified,Verified_By,Verified_Date,Certified,Certified_By,Certified_Date,Transect_Notes,Event_Notes
20150826072144-705547511.577606,HAVO,2015-08-26T07:23:53Z,2016-04-06T15:42:28Z,TRUE,Shea Uehana,2016-02-02T08:29:39Z,TRUE,Alison Ainsworth,2016-04-06T15:42:24Z,"There are a few earth cracks. We flagged the trail, most of which is just uluhe. To replicate trail, we followed flagging from 2010. Installed missing posts at 200 and 400m. There was often either extra tape (<20m between stations) or short tape (>20m between stations). 2010 origin X269668 Y2145525 +/- 3m and end 1000m X 270097 Y 2144624.",Read transect backwards. Total time to complete: 9.5 hours.
20150826075650-579518616.199493,HAVO,2015-08-26T07:58:35Z,2016-03-22T09:11:37Z,TRUE,Shea Uehana,2016-01-12T12:30:07Z,TRUE,Alison Ainsworth,2016-03-22T09:11:36Z,2010 origin X264125 Y2158893+/-3m,Read backwards in 2015 and forward in 2010.
20150826082900-927616536.617279,HAVO,2015-08-26T08:29:38Z,2016-04-07T08:45:27Z,TRUE,Shea Uehana,2016-02-02T12:53:36Z,TRUE,Alison Ainsworth,2016-04-07T08:45:19Z,2015 monitoring took 5.5 hours. 2010 origin X273149 Y2142528 +/-5m. Pig control in progress.,120m mark is duplicated on 2010 flags.  We continued labeling how 2010 flags were labeled.
20150826090726-972966670.98999,HAVO,2015-08-26T09:08:09Z,2016-04-07T08:59:10Z,TRUE,Shea Uehana,2016-02-02T13:12:56Z,TRUE,Alison Ainsworth,2016-04-07T08:58:52Z,"Abundant cracks and tree molds in forest. Fence completely overgrown, unable to locate in many locations with vegetation overhead. EXTREMELY DANGEROUS TRANSECT FOR FIRST 200M!","Newly installed in 2015, not read in 2010. Plot took a total of 9 hours to complete."
20150826095036-406934142.112732,HAVO,2015-08-26T09:51:36Z,2016-04-07T09:19:27Z,TRUE,Kathy Akamine,2016-02-23T09:43:53Z,TRUE,Alison Ainsworth,2016-04-07T09:19:25Z,2010 origin X276730 Y2143566 +/-3m. Near FTPC F7. The start is ~400m inside the forested area. In Luhi (2003) wildfire burned area. Cinder substrate 800-1000m.,"Photos tagged as R23, some missing post photos."
20150826152200-223261773.586273,HAVO,2015-08-26T15:22:43Z,2016-04-07T10:37:43Z,TRUE,Shea Uehana,2016-02-02T10:20:50Z,TRUE,Alison Ainsworth,2016-04-07T10:37:38Z,,"EI_W_ER_R22  does not have photos for beginning of transect. No photos for 0m, 200m, and 400m start and end."
20150826161129-909298360.347748,HAVO,2015-08-26T16:12:33Z,2016-04-07T10:49:43Z,TRUE,Shea Uehana,2016-02-02T10:45:02Z,TRUE,Alison Ainsworth,2016-04-07T10:49:41Z,,
20150827075238-620209574.699402,HAVO,2015-08-27T07:54:42Z,2016-03-21T12:01:11Z,TRUE,Shea Uehana,2015-12-29T14:58:27Z,TRUE,Alison Ainsworth,2016-03-21T12:01:04Z,,
20150827085216-646587133.407593,HAVO,2015-08-27T08:56:01Z,2016-03-21T13:13:04Z,TRUE,Shea Uehana,2015-12-29T15:36:07Z,TRUE,Alison Ainsworth,2016-03-21T13:13:01Z,"2010 origin X266608 Y2155231+/-6m. This transect was intended to overlap RM16, but due to difficulty following flagging a new line was established in 2010 using the start GPS point and 60 degrees bearing. Future monitors may be confused by parallel and/or crossing blue flagging lines and must be cautious to follow the I&M line using coordinates for the posts as guides.","No End Time or Total Time Taken to Complete recorded. Paslig present in area, but not recorded because initially thought to be Smilax."
20150902141326-705547511.577606,HAVO,2015-09-02T14:14:12Z,2016-04-07T13:20:32Z,TRUE,Shea Uehana,2016-01-12T13:26:17Z,TRUE,Alison Ainsworth,2016-03-22T09:46:26Z,2010 origin X261646 Y2157913+/-4m. Note subplots all marked with red/blue flagging.,
20150902145053-938545167.446136,HAVO,2015-09-02T14:53:50Z,2016-04-12T15:15:20Z,TRUE,Shea Uehana,2016-01-12T10:31:46Z,TRUE,Alison Ainsworth,2016-03-21T14:59:58Z,2010 origin X263441 Y2156407 +/- 2.8m,Total time to complete: 6 hours 40 minutes.
20150902154258-705547511.577606,HAVO,2015-09-02T15:44:44Z,2016-03-22T08:29:03Z,TRUE,Shea Uehana,2016-01-12T12:06:10Z,TRUE,Alison Ainsworth,2016-03-22T08:28:56Z,2010 origin X262830 Y2157259 +/- 3m. Transect crosses Puu-New fence.,Total time to complete: 9 hours.
20150902162850-985373914.241791,HAVO,2015-09-02T16:28:50Z,2016-03-22T09:56:56Z,TRUE,Shea Uehana,2015-12-29T15:55:08Z,TRUE,Alison Ainsworth,2016-03-22T09:56:55Z,,
20150914091853-579518616.199493,HAVO,2015-09-14T09:19:58Z,2016-03-22T10:54:30Z,TRUE,Shea Uehana,2016-01-12T14:01:22Z,TRUE,Alison Ainsworth,2016-03-22T10:54:24Z,,
20150914094841-886600077.152252,HAVO,2015-09-14T09:51:24Z,2016-03-22T12:33:28Z,TRUE,Shea Uehana,2016-01-12T10:39:11Z,TRUE,Alison Ainsworth,2016-03-22T10:39:38Z,,
20150914104105-904373705.387115,HAVO,2015-09-14T10:44:02Z,2016-04-12T15:11:35Z,TRUE,Shea Uehana,2016-01-19T10:45:55Z,TRUE,Alison Ainsworth,2016-04-12T15:06:32Z,,No photos.
20150914113618-702406346.797943,HAVO,2015-09-14T11:38:06Z,2016-03-22T13:29:30Z,TRUE,Shea Uehana,2016-01-12T15:48:19Z,TRUE,Alison Ainsworth,2016-03-22T13:25:15Z,,"Time to sample: 2 hrs, 45 minutes"
20150914120914-56689262.3901367,HAVO,2015-09-14T12:10:29Z,2016-03-22T13:55:47Z,TRUE,Shea Uehana,2016-01-14T15:46:15Z,TRUE,Alison Ainsworth,2016-03-22T13:55:38Z,,
20150914124724-993945777.416229,HAVO,2015-09-14T12:48:32Z,2016-03-22T13:43:16Z,TRUE,Shea Uehana,2016-01-12T16:17:29Z,TRUE,Alison Ainsworth,2016-03-22T13:42:26Z,"Proposed azimuth 319, but changed since read and recorded backwards.","Note, read and recorded backwards therefore changed azimuth to 139 from proposed 319 degree."
20150914141334-777957856.655121,HAVO,2015-09-14T14:18:15Z,2016-04-20T15:50:00Z,TRUE,Shea Uehana,2016-02-02T14:09:51Z,TRUE,Alison Ainsworth,2016-04-07T10:09:29Z,"Forest fire in 2011 burned most flagging. We originally tried to do transect from end to start, but ended up starting from the 0m mark and navigating with azimuth and GPS. Found old 0m post and retagged it. Flagged perfectly from 2010 between 0 and 200m. Replaced and retagged 400m post, installed 600m and 800m post, and replaced burnt 1000m post. 2010 origin X274844 Y2141110 +/-3m. This transect crosses the East Rift fenceline into unmanaged area at exactly 800m. Note that fenceline was compromised prior to time of sampling in 2010 so not ungulate free in SEA. The transect is within the Luhi 2003 burned area.","Read forwards (5/5-6/15), despite initial failed effort to read backwards when photos were taken (4/21-22/2015)."
20150914151355-305358588.695526,HAVO,2015-09-14T15:18:45Z,2016-04-20T15:52:52Z,TRUE,Shea Uehana,2016-02-02T14:56:30Z,TRUE,Alison Ainsworth,2016-04-07T15:27:03Z,,Read transect backwards.
20150914155808-482081532.478333,HAVO,2015-09-14T16:00:40Z,2016-04-07T16:02:44Z,TRUE,Shea Uehana,2016-02-09T09:12:19Z,TRUE,Alison Ainsworth,2016-04-07T16:02:43Z,"Earth cracks. Magnetic issues with compass. Lots of thick uluhe, so it was most efficient to flag trail and hike in and out on the same trail.  It took about 1 hour / 100m going in.  Large earth crack at section 520-540.",
20150915064330-579518616.199493,HAVO,2015-09-15T06:45:21Z,2016-04-07T16:18:53Z,TRUE,Shea Uehana,2016-02-09T10:38:25Z,TRUE,Alison Ainsworth,2016-04-07T16:18:06Z,10m straight drop at end of transect - Stopped at drop-off for safety reasons.,Photos mistagged as Olaa.
20151223143805-705547511.577606,HAVO,2015-12-23T14:42:38Z,2016-03-21T14:05:43Z,TRUE,Shea Uehana,2016-01-28T08:31:45Z,TRUE,Alison Ainsworth,2016-03-21T14:05:39Z,"Read the transect backwards. Established in 2015. The transect origin is on RM10, follows to ~550m mark, at which point RM10 ends. Transect continues at 60 degrees to end. Generally, an Ohia/Cibotium forest with disturbed and relatively open understory. We started at the end and worked backwards, ending at the starting point which was 107m off of RM10.",Start and end times based off of 100m and 0m photo timestamps.  Hiking time not included.  Missing 400m end photo.
20151228103556-905729830.265045,HAVO,2015-12-28T10:36:36Z,2016-03-21T15:41:29Z,TRUE,Kathy Akamine,2016-01-19T14:33:25Z,TRUE,Alison Ainsworth,2016-03-21T15:41:26Z,"Pigs, mosquitos, and lots of palm grass. Rainy conditions. Hiking time = 2 hours to start, 2.5 hours to end. Established in 2015, not read in 2010. Missing elevation.",
20151228120931-56236863.1362915,HAVO,2015-12-28T12:09:55Z,2016-03-22T12:32:50Z,TRUE,Shea Uehana,2015-12-26T00:00:00Z,TRUE,Alison Ainsworth,2016-03-22T12:29:57Z,,No photos.
20151229111216-364018678.665161,HAVO,2015-12-29T11:13:04Z,2016-04-12T14:18:13Z,TRUE,Shea Uehana,2016-02-23T09:34:41Z,TRUE,Alison Ainsworth,2016-04-06T15:23:46Z,2010 origin X268466 Y2145169 +/- 3m.,"Transect read backwards same as 2010 and should be in future too. No photos. Certified using print out of scanned form, original missing."
20160119110711-705547511.577606,HAVO,2016-01-19T11:07:54Z,2016-03-21T13:45:23Z,TRUE,Shea Uehana,2016-01-19T12:50:00Z,TRUE,Alison Ainsworth,2016-03-21T13:45:20Z,The transect origin had been moved from RM14 in the thick hapuu/it was not consistently following the transect. We left RM14 at 820m and decided to follow a 60 degree azimuth. 2010 origin X263630 Y2154248+/-3m.,UNKFOR = Ranunculus sp. Just outside 920-940.
20160209092653-705547511.577606,HAVO,2016-02-09T09:27:51Z,2016-04-20T12:25:02Z,TRUE,Shea Uehana,2016-02-23T08:56:22Z,TRUE,Alison Ainsworth,2016-04-06T10:56:21Z,"Installed post at transect end (hard tag dated 2010, soft tag 2015). One segment between 600 and 800m was skipped in 2010, and distance between 600 and 800 posts only 180m. 2010 transect origin X265829 Y2145062 +/-3m.",Transect read backwards.
20160223102705-705547511.577606,HAVO,2016-02-23T10:27:37Z,2016-08-11T15:03:50Z,TRUE,Shea Uehana,2016-02-23T11:11:40Z,TRUE,Alison Ainsworth,2016-03-21T10:50:05Z,2010 origin X264614 Y2153406 +/-2m.,Transect read backwards in 2015 and forward in 2010.
20160223122738-705547511.577606,HAVO,2016-02-23T12:29:18Z,2016-03-22T12:06:24Z,TRUE,Shea Uehana,2016-02-23T13:15:15Z,TRUE,Alison Ainsworth,2016-03-22T12:06:16Z,lots of pig sign in open unit.,No photos
20160328093001-705547511.577606,HAVO,2016-03-28T09:31:24Z,2017-07-06T16:14:05Z,TRUE,Shea Uehana,2016-06-20T13:44:05Z,TRUE,Alison Ainsworth,2017-07-06T16:13:57Z,Read transect backwards.,
20160411083502-45649170.8755493,HAVO,2016-04-11T08:35:43Z,2017-07-12T16:17:59Z,TRUE,Shea Uehana,2016-06-21T08:55:57Z,TRUE,Alison Ainsworth,2017-07-12T16:17:35Z,,
20160411100139-802587389.945984,HAVO,2016-04-11T10:02:33Z,2017-07-13T16:07:50Z,TRUE,Shea Uehana,2016-06-21T10:26:10Z,TRUE,Alison Ainsworth,2017-07-13T16:07:48Z,,
20160411103724-330300807.952881,HAVO,2016-04-11T10:38:21Z,2017-07-13T15:49:20Z,TRUE,Shea Uehana,2016-06-21T09:45:12Z,TRUE,Alison Ainsworth,2017-07-13T15:48:19Z,The original R42 was thrown out so A2 was used for R42. Read transect backwards.,Read transect backwards. A2 was used for R42 data. Offset plot end 10 m @ 227 degrees due to shell deer fence protecting a Clermontia lindseyana right at the 250 m mark (we started from 250m end) Transect ran at 127 degrees not 137 listed on GPS.
20160411105728-151656985.282898,HAVO,2016-04-11T10:58:17Z,2017-07-13T13:13:18Z,TRUE,Shea Uehana,2016-06-21T09:11:08Z,TRUE,Alison Ainsworth,2017-07-13T13:13:14Z,,
20160411111554-93152582.6454163,HAVO,2016-04-11T11:16:19Z,2017-07-13T13:07:41Z,TRUE,Shea Uehana,2016-06-21T09:04:55Z,TRUE,Alison Ainsworth,2017-07-13T13:07:39Z,,
20160411114430-408760964.870453,HAVO,2016-04-11T11:45:48Z,2017-07-12T14:41:45Z,TRUE,Shea Uehana,2016-06-08T16:26:56Z,TRUE,Alison Ainsworth,2017-07-12T14:41:41Z,"2016: moved 50m rebar from top of stump to under stump and flagged it. Reset 200m post as it was knocked out of ground to best guess. Next read should bring rebar for 0m, 150m, 200m, and 250m posts. 2011: New line established--no orange forest bird flagging present in photos. Traveled to end of a Kahuku road and used GPS to navigate to pre-exisiting Legacy RM Transect--Kahuku 16 using GPS and compass. Garmin 60CSX: UTM X 228929, Y 2132621; Error: +/-2m; Elevation: 1951m.",Only ANTODO present at 50-60. No other non-natives found.
20160411131214-72723507.8811646,HAVO,2016-04-11T13:13:18Z,2017-07-12T14:31:05Z,TRUE,Shea Uehana,2016-06-08T16:20:15Z,TRUE,Alison Ainsworth,2017-07-12T14:30:22Z,"2011: Landbird flagging present. Garmin 60CSX: UTM X 228432, Y 2131779; Error: +/-4m; Elevation: 1877m.",
20160411133443-326844692.230225,HAVO,2016-04-11T13:35:09Z,2017-07-12T14:21:53Z,TRUE,Shea Uehana,2016-06-08T15:59:59Z,TRUE,Alison Ainsworth,2017-07-12T14:21:46Z,"2016: No problems, small gulch near TR start. Actual bearing/azimuth of plot is more like 312. 2011: Orange forest bird flagging present. Garmin 60CSX: UTM X 227643, Y 2131112; Error: +/-3m; Elevation: 1891m.",
20160411135737-498516380.786896,HAVO,2016-04-11T13:58:12Z,2021-01-28T16:53:21Z,TRUE,Shea Uehana,2016-06-08T15:52:28Z,TRUE,Alison Ainsworth,2017-07-12T14:12:01Z,"2011: GPS acting strange and not staying constant. Garmin 60CSX: UTM X 226775, Y 2130547; Error: +/-4m; Elevation: 1897m.",
20160411141802-953128993.5112,HAVO,2016-04-11T14:19:00Z,2017-07-12T14:01:01Z,TRUE,Shea Uehana,2016-06-08T15:48:38Z,TRUE,Alison Ainsworth,2017-07-12T14:00:02Z,"2011: Landbird transect not flagged on straight line (of 308 degrees). EI Transect 10 runs at 308 degrees--no new flagging only red & blue together at stations (up high when possible and on PVC pipe). EI TR 10 plot 200m is about 7m away from Landbird Station 8. Garmin 60CSX: UTM X 226245, Y 2129713; Error: +/- 2m; Elevation: 1852m.",
20160411144451-467859745.025635,HAVO,2016-04-11T14:45:15Z,2017-07-12T14:53:34Z,TRUE,Shea Uehana,2016-06-08T16:50:57Z,TRUE,Alison Ainsworth,2017-07-12T14:52:56Z,"2016: Transect diverges from landbirds transect. End post under DRYWAL, might be difficult to locate. 2011: GPS fluctuating in accuracy from 2.8-8m. New line established--no orange forest bird flagging present in photos. Garmin 60CSX: UTM X 229929, Y 2133123; Error: +/-3m; Elevation: 1912m.",
20160411154110-220317482.948303,HAVO,2016-04-11T15:42:47Z,2017-07-05T14:52:34Z,TRUE,Shea Uehana,2016-06-20T09:29:24Z,TRUE,Alison Ainsworth,2017-07-05T14:51:36Z,"2011: Transect is actually an extension above Kahuku 15 Transect that was read by Benitez et al. in 2004-6.Took 2 hrs 15 minutes to complete. GPS Unit: Garmin 60CSX; GPS Error: 2.8m; UTM X 225963, Y 2133683",
20160411160749-818339824.676514,HAVO,2016-04-11T16:07:50Z,2017-07-05T15:05:47Z,TRUE,Shea Uehana,2016-06-20T09:49:38Z,TRUE,Alison Ainsworth,2017-07-05T15:05:33Z,"2011: Forgot to bring soft tags. Posts and flagging have transect info written in permanent marker. Trimble points not taken as unit froze up (but then recorded on a different date). Rebar only in 0m Post. Transect is actually an extension above Kahuku 18 Transect that was read by Benitez et al. in 2004-6. Elevation: 2129m; GPS Unit: Garmin 60CSX; GPS error: 2.8; UTM X 229161, Y 2134972",Rebar only in start PVC post.
20160413153617-705547511.577606,HAVO,2016-04-13T15:37:16Z,2017-07-05T14:15:44Z,TRUE,Kathy Akamine,2017-02-16T14:09:24Z,TRUE,Alison Ainsworth,2017-06-26T11:56:03Z,"2016: GPS says azimuth is 156 degrees, however tag and former data sheet says 128. Azimuth of 128 degrees worked between 0m and 100m. After that it is no longer accurate. We followed 128 degrees from 100m to 200m since we weren't sure which flagging was ours (landbird transect is nearby) and neither flagging was along 128 degrees--ended up almost 45 degrees off from 0 post. Followed flagging after that, which was in the 110-116 degree range, and were able to find posts. 2011: Recent blue flags of Landbird survey run very close to our line. We tied blue flagging directly over our EI transect line only. Flagging already present may be confusing. Transect read in the SE direction back towards road. Proposed Transect 2 was in the Interior and West and as ejected during helicopter flight due to no vegetation and moved to this location in the East unit. GPS Unit: Garmin 60CSX;  Elevation: 2172 m; GPS error: 6.1; UTM X 231720, Y 2138022.","GPS says azimuth is 156 from start to end; however assigned azimutih for the transect is 128. Azimuth 128 worked from 0m to 100m, after that it is no longer accurate. Followed 128 azimuth from 100m to 200m. Crew was not sure which flagging was I&M, there was bird transect nearby, and neither flagging ran along 128 azimuth. Ended up almost 45 degrees off from 200m post. Followed flagging after that which was in 110-116 degree range."
20160426085412-705547511.577606,HAVO,2016-04-26T08:54:30Z,2017-07-07T13:38:44Z,TRUE,Shea Uehana,2016-06-08T15:13:36Z,TRUE,Alison Ainsworth,2017-07-07T13:38:34Z,"2016: No hard tag at 0m. New soft tags placed inside top of PVC. 250m end post was not located. New end point flagged and way point created. Pigs active throughout transect. 2011: All posts had blue flag tied high on post. Garmin 60CSX: UTM X 218410, Y 2115710; Error: +/-2.7m; Elevation: 1132m.",New end point 250m installed in 2016. Original could not be located.
20160426095349-620209574.699402,HAVO,2016-04-26T09:54:22Z,2017-07-06T15:39:09Z,TRUE,Shea Uehana,2016-06-20T13:05:26Z,TRUE,Alison Ainsworth,2017-07-06T15:38:54Z,"Read transect backwards. Lots of sheep disturbance between 400-500m, also most of the LEPTAM is dead.",Read transect backwards from 500m to 0m.
20160426103054-463584005.832672,HAVO,2016-04-26T10:31:27Z,2022-04-22T11:39:03Z,TRUE,Kathy Akamine,2017-02-16T13:36:03Z,TRUE,Alison Ainsworth,2017-06-26T11:30:41Z,"2016: Final post is at 520m. We just ran and recorded an extra segment. All other posts are ok. Rebar only, no PVC. If flying, schedule pickup as early as possible, this area frequently gets socked in (clouds/fog) in afternoon. 2011: Surveyed by archeologists (cultural clearance survey conducted). No PVC used over steel rods. GPS make/model: Garmin 60CSX. UTM X 209670 Y 2129637.  Error: 2. Elevation 2047 m.",
20160426110350-382569313.049316,HAVO,2016-04-26T11:04:08Z,2017-07-07T13:51:44Z,TRUE,Shea Uehana,2016-06-08T15:24:01Z,TRUE,Alison Ainsworth,2017-07-07T13:51:31Z,"2016: Elevation not entered. Transect bearing running a bit right of 175 degrees (about 180). Pigs active throughout transect. 2011: Transect located on ridge with denser METPOL cover. DA suggested recording collective grass cover in addition to presence/absence--will do for next transect. Later re-done for Transect 3. Only posts flagged. Garmin 60CSX: UTM X 218038, Y 2116011; Error: +/-2.9m; Elevation: 1143m.",
20160426140251-705547511.577606,HAVO,2016-04-26T14:03:04Z,2017-08-03T06:06:21Z,TRUE,Shea Uehana,2016-06-20T13:20:09Z,TRUE,Alison Ainsworth,2017-07-06T15:52:04Z,Very dry--almost all herbaceous vegetation is brown and dried out. Made some species ID difficult.,
20160426150525-206017196.178436,HAVO,2016-04-26T15:05:25Z,2017-07-06T15:03:20Z,TRUE,Shea Uehana,2016-06-20T10:35:02Z,TRUE,Alison Ainsworth,2017-07-06T15:02:47Z,,
20160426153008-784488618.373871,HAVO,2016-04-26T15:30:19Z,2017-07-06T10:43:54Z,TRUE,Kathy Akamine,2017-03-15T12:31:44Z,TRUE,Alison Ainsworth,2017-07-06T10:43:49Z,"2011: Transect is actually an extension above RM Kahuku 21 Transect that was read by Benitez et al. in 2004-6. Transect took about 2hrs to complete. Garmin: 60CSX; UTM X 230937, Y 2137355; Error: +/-2.6; Elevation: 2195m.",
20160426160201-401036381.721497,HAVO,2016-04-26T16:02:24Z,2017-06-26T12:38:13Z,TRUE,Shea Uehana,2016-06-20T09:09:07Z,TRUE,Alison Ainsworth,2017-06-26T12:37:17Z,"2016: It is extremely dry. Almost all herbaceous vegetation is brown and dried out. This made some species IDs difficult. Transect was read from End to Start. 100-160m is in nice METPOL stand w/death. 200-300m is one of nicest stands of SOPCHR anywhere. 300m post is laid on the ground, not in ground. End 500m UTM X 212445, Y 2147043; Error: 4; GPS 64 st. 2005 Kahuku eg. survey transect winds. We kept a straight 100 degree azimuth. Our flagging may result in some confusion in future as we did not remove any old flagging. Near 100m, saw that Landbirds transect parallels 2005 Kahuku veg. transect. From 100m station on Transect 3, saw landbirds station about 80m away.",Transect was read backward from end to start.
20160517085642-579518616.199493,HAVO,2016-05-17T08:56:59Z,2017-07-12T10:27:05Z,TRUE,Shea Uehana,2016-06-08T15:43:12Z,TRUE,Alison Ainsworth,2017-07-12T10:27:00Z,"2016 could not find posts 200m and 250m followed existing flagging. 2011: only posts flagged. Garmin 60CSX: UTM X 217538, Y 2119328; Error: +/-3m; Elevation: 1382m.",
20160517104615-538246333.599091,HAVO,2016-05-17T10:46:29Z,2017-07-12T15:05:34Z,TRUE,Shea Uehana,2016-06-20T15:39:04Z,TRUE,Alison Ainsworth,2017-07-12T15:04:32Z,"Thick cover in non-bulldozed site, near resevoir, poor GPS signal. Entered pasture at 220m omitted 10m section and added at end of transect.",
20160517114154-106133759.021759,HAVO,2016-05-17T11:42:07Z,2017-07-12T16:04:18Z,TRUE,Kathy Akamine,2016-08-16T09:50:05Z,TRUE,Alison Ainsworth,2017-07-12T16:04:15Z,,
20160517131018-579518616.199493,HAVO,2016-05-17T13:10:35Z,2017-07-13T13:22:09Z,TRUE,Shea Uehana,2016-06-21T09:26:11Z,TRUE,Alison Ainsworth,2017-07-13T13:22:07Z,,
20160517134810-847245514.392853,HAVO,2016-05-17T13:48:24Z,2017-07-13T16:02:31Z,TRUE,Shea Uehana,2016-06-21T10:20:36Z,TRUE,Alison Ainsworth,2017-07-13T16:02:26Z,,
20160517152502-18808901.309967,HAVO,2016-05-17T15:25:14Z,2017-07-05T16:15:03Z,TRUE,Shea Uehana,2016-06-20T09:55:37Z,TRUE,Alison Ainsworth,2017-07-05T15:38:09Z,"2011: Garmin 60CSX; UTM X 230487, Y 2136448; Error: +/-2.8m; Elevation: 2175. Archeological survey - not sure why surveyed since it is on legacy Kahuku 20 Transect",100m post actually at 120m with all following found 20m after correct location including final post at 520m.
20160517160147-281609952.449799,HAVO,2016-05-17T16:02:02Z,2017-07-06T13:25:33Z,TRUE,Shea Uehana,2016-06-20T10:00:38Z,TRUE,Alison Ainsworth,2017-07-06T13:25:31Z,"2011: Transect is actually an extension above RM Kahuku 24 Transect that was read by Benitez et al. in 2004-6. Trimble Start: UTM X 231855.85; Y 2140418.30; Error: - 61cm. PDOP 2.08 Trimble End: UTM X 232256.22, Y 2140136.98; Error: - 58cm. PDOP 2.01. Garmin 60CSX: UTM X 231854, Y 2140423; Error: +/-2m; Elevation: 2382m.",
20160517162615-982142031.19278,HAVO,2016-05-17T16:26:32Z,2017-07-06T13:47:30Z,TRUE,Shea Uehana,2016-06-20T10:09:05Z,TRUE,Alison Ainsworth,2017-07-06T13:47:28Z,"2016: Read plot backwards, consistent with 2011. Plot appears to be on a 202 bearing, not 192 as previously indicated. See above for azimuths used at each 100m section. 2011: Archeological survey conducted. No PVC used. Transect was read from 500 to 0m. Garmin 60CSX: UTM X 247073, Y 2156362; Error: +/-3m; Elevation: 2233m.",Sparse a'a from 500m to 140-160m where kipuka beings. 120-100m to 0m is pahoehoe flow. Plot read backwards.
20160518083424-826225519.180298,HAVO,2016-05-18T08:34:39Z,2021-06-29T06:42:44Z,TRUE,Shea Uehana,2016-06-20T10:18:10Z,TRUE,Alison Ainsworth,2017-07-06T14:12:18Z,"2011: Archeological suvey conducted. No PVC used. Elevation not recorded on data sheet. GPS coordinates (Garmin 60CSX) UTM X 248393, Y 2157526",
20160518090038-972966670.98999,HAVO,2016-05-18T09:00:57Z,2017-08-03T06:00:20Z,TRUE,Shea Uehana,2016-06-20T10:28:12Z,TRUE,Alison Ainsworth,2017-07-06T14:27:46Z,"Unk 1: PSESAN, native; Unk 2: CARHIR; Unk 3 & 4: CENERY; Ug 1: SPOAFR; Ug 2: Poaceae sp.; Ug 3: Lachnagrostis filiformis, native; Ug 4: Rytidosperma pilosum",
20160518102053-694607496.261597,HAVO,2016-05-18T10:21:04Z,2017-07-06T15:59:19Z,TRUE,Shea Uehana,2016-06-20T13:38:10Z,TRUE,Alison Ainsworth,2017-07-06T15:58:44Z,,
20160518104031-794173538.684845,HAVO,2016-05-18T10:40:39Z,2017-08-03T06:04:23Z,TRUE,Shea Uehana,2016-06-20T12:58:33Z,TRUE,Alison Ainsworth,2017-07-06T15:26:56Z,,
20160518105651-87257385.2539063,HAVO,2016-05-18T10:57:01Z,2017-07-06T16:19:52Z,TRUE,Kathy Akamine,2016-08-03T09:29:36Z,TRUE,Alison Ainsworth,2017-07-06T16:19:47Z,,
20160622154755-579518616.199493,HAVO,2016-06-22T15:49:30Z,2017-07-06T15:18:59Z,TRUE,Mark Wasser,2016-08-01T14:32:11Z,TRUE,Alison Ainsworth,2017-07-06T15:17:17Z,Transect just outside of HAVO mauka fence unit.,
20160705100611-579518616.199493,HAVO,2016-07-05T10:06:23Z,2017-09-20T10:49:41Z,TRUE,Kathy Akamine,2016-08-03T08:40:54Z,TRUE,Alison Ainsworth,2017-07-07T13:10:48Z,"2011: Only posts flagged. Garmin60CSX: UTM X 218834, Y 2114426; Error: +/-2.9m; Elevation: 985m.",
20160705113630-714816331.863403,HAVO,2016-07-05T11:36:41Z,2017-07-12T15:28:26Z,TRUE,Kathy Akamine,2016-08-03T09:39:07Z,TRUE,Alison Ainsworth,2017-07-12T15:27:39Z,,Crosses road 24-25m.
20160718082629-579518616.199493,HAVO,2016-07-18T08:26:45Z,2017-07-12T10:51:19Z,TRUE,Kathy Akamine,2016-08-03T09:02:51Z,TRUE,Alison Ainsworth,2017-07-12T10:51:18Z,"2016: 100-150m tape ran at azimuth 296 to avoid uluhe patch. 200-250m tape ran at 296--transect seems to merge with ""legacy transect"" running nearby. 2011: Original start moved about 20m to be off road and within wet forest community. Transect parallels old forest bird transect with orange flagging. Invasive flowering Senecio madagascarensis just out of 0m mark on right side. Garmin 60CSX: UTM X 221061, Y 2124944; Error: +/-3m; Elevation: 1729m.",
20160718152134-579518616.199493,HAVO,2016-07-18T15:21:48Z,2017-08-03T06:07:54Z,TRUE,Kathy Akamine,2016-08-03T09:10:28Z,TRUE,Alison Ainsworth,2017-07-12T11:07:09Z,"2016: Another flagged line parallels our transect starting at 150m, makes it confusing. 2011: Nearby Legacy transect flagged with faded orange and fresh blue flagging and does not follow 308 degree bearing well at all points. Garmin 60CSX: UTM X 221866, Y 2125581; Error: +/-2m; Elevation: 1745m.",
20160718155540-832730174.064636,HAVO,2016-07-18T15:55:48Z,2017-07-13T15:55:56Z,TRUE,Kathy Akamine,2016-08-03T11:05:34Z,TRUE,Alison Ainsworth,2017-07-13T15:55:54Z,Moved origin 15m at 330 degrees to get into wet forest (original point was in shrubland along road). Transect is very dense/shrubby and runs parallel to the road--probably has some edge effect. Doesn't seem quite like typical wet forest in this area.,
20160718161351-302497565.746307,HAVO,2016-07-18T16:14:00Z,2017-07-13T12:56:17Z,TRUE,Kathy Akamine,2016-08-03T10:57:49Z,TRUE,Alison Ainsworth,2017-07-13T12:56:09Z,,
