Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Quad,Status,Top,Base,Base_Ht,Distance,Height,Method,DBH,Life_Form,Nativity,Scientific_Name,Code,Comments,Certified,Verified
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,12,FALSE,1,Live,81,-10,0,11.5,10.465,Clinometer,16.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,44,FALSE,3,Dead,148,1,0,13.5,19.845000000000002,Clinometer,40.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,44,FALSE,2,Live,138,-14,0,11.1,16.872,Clinometer,23,Tree,Native,Metrosideros polymorpha,METPOL1,dbh Ocular Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,44,FALSE,4,Live,136,10,0,12.3,15.498000000000001,Clinometer,47,Tree,Native,Metrosideros polymorpha,METPOL1,dbh linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,58,FALSE,2,Live,89,3,1.5,16,15.26,Clinometer,25.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,45,FALSE,4,Live,134,-15,0,13,19.37,Clinometer,27,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,45,FALSE,1,Live,148,-10,0,12,18.96,Clinometer,33.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,45,FALSE,3,Live,114,-17,0,13,17.03,Clinometer,21.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,45,FALSE,2,Live,132,2,0,13,16.900000000000002,Clinometer,22.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,4,FALSE,2,Live,105,-18,0,18.5,22.755,Clinometer,27.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,4,FALSE,2,Dead,95,-10,0,15.5,16.275,Clinometer,19.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,31,FALSE,1,Live,65,-12,0,17,13.090000000000002,Clinometer,24.7,Tree,Native,Metrosideros polymorpha,METPOL1,2 boles: other bole 14.7,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,31,FALSE,2,Live,93,-14,0,14,14.980000000000002,Clinometer,21.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,31,FALSE,3,Live,69,-25,0,16,15.040000000000001,Clinometer,23.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,31,FALSE,4,Live,74,-26,0,8.9,8.9,Clinometer,21.6,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,4,FALSE,4,Live,90,-15,0,15.2,15.959999999999999,Clinometer,19.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,48,FALSE,3,Live,45,-2,1.63,27,14.32,Clinometer,74,Tree,Native,Metrosideros polymorpha,METPOL1,Q3 complex,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,48,FALSE,Outside,Live,89,-12,0,18.5,18.685,Clinometer,101,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,48,FALSE,2,Live,44,-12,0,3,1.68,Clinometer,2.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,48,FALSE,Outside,Live,49,2,1.63,17.9,10.043,Clinometer,33.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,15,FALSE,1,Live,81,1,0,18.5,14.8,Clinometer,28,Tree,Native,Metrosideros polymorpha,METPOL1,second stem 10.3,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,15,FALSE,4,Live,98,-8,0,14.25,15.104999999999999,Clinometer,23.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,34,FALSE,2,Live,96,2,0,22,20.68,Clinometer,34.6,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,34,FALSE,3,Live,122,11,0,20,22.200000000000003,Clinometer,36.5,Tree,Native,Metrosideros polymorpha,METPOL1,2nd bole 17.5,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,34,FALSE,1,Live,94,-29,1.5,16,21.18,Clinometer,39,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,6,FALSE,1,Live,122,-4,0,12,15.12,Clinometer,30,Tree,Native,Metrosideros polymorpha,METPOL1,Linear Estimate DBH,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,10,FALSE,4,Live,105,-5,0,12.2,13.42,Clinometer,26.8,Tree,Native,Metrosideros polymorpha,METPOL1,Q4 #5,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,2,Live,69,-14,1.4,13,12.190000000000001,Clinometer,17.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,2,Live,82,-3,1.4,9,9.049999999999999,Clinometer,13.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,2,Live,64,-5,1,22.3,16.387,Clinometer,38,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,Outside,Dead,74,0,2,17,14.58,Clinometer,42,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,15,FALSE,2,Live,105,-2,2,12.6,15.482,Clinometer,31,Tree,Native,Metrosideros polymorpha,METPOL1,Q2 #5,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,2,FALSE,4,Live,79,-15,0,28.8,27.072000000000003,Clinometer,86,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,2,FALSE,2,Live,121,-21,0,20.3,28.826,Clinometer,54.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,15,FALSE,4,Live,95,0,0,18,17.099999999999998,Clinometer,57,Tree,Native,Metrosideros polymorpha,METPOL1,TC #2,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,15,FALSE,3,Live,72,0,0,22,15.84,Clinometer,47,Tree,Native,Metrosideros polymorpha,METPOL1,Q3 #1,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,2,FALSE,3,Live,108,-22,0,18.25,23.724999999999998,Clinometer,48.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,2,FALSE,1,Live,134,-2,0,18.8,25.568,Clinometer,44,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,1,FALSE,1,Dead,64,-12,0,15,11.4,Clinometer,28.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,1,FALSE,2,Live,82,-6,0,15,13.2,Clinometer,22.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,1,FALSE,4,Live,98,-6,2,12,14.48,Clinometer,29.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,1,Live,100,0,0,17,17,Clinometer,27.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,1,Live,106,-12,0,13.1,15.458,Clinometer,26.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,55,FALSE,3,Live,98,-15,0,13.3,15.029,Clinometer,16.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,38,FALSE,2,Live,61,1,0,29,17.4,Clinometer,72.4,Tree,Native,Metrosideros polymorpha,METPOL1,1 additional bole,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,38,FALSE,4,Live,78,5,0,21,15.33,Clinometer,48.9,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,3,FALSE,1,Dead,6,-18,0,17,4.08,Clinometer,15.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,3,FALSE,2,Dead,148,-5,1.7,16.3,26.639,Clinometer,57.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,3,FALSE,3,Dead,134,-11,0,12.2,17.69,Clinometer,70,Tree,Native,Metrosideros polymorpha,METPOL1,DBH Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,3,FALSE,4,Dead,37,-19,0,10.5,5.88,Clinometer,79.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,1,FALSE,3,Live,101,-4,0,9,9.45,Clinometer,14.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,54,FALSE,4,Live,75,-28,0,12,12.36,Clinometer,36,Tree,Native,Metrosideros polymorpha,METPOL1,LE,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,14,FALSE,4,Live,120,1,2,9,12.709999999999999,Clinometer,27.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,14,FALSE,1,Live,98,0,2,10.2,11.995999999999999,Clinometer,24.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,14,FALSE,3,Live,72,8,2,14,10.96,Clinometer,25,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,14,FALSE,2,Live,70,8,2,15,11.299999999999999,Clinometer,21,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,5,FALSE,4,Live,148,0,0,11.5,17.02,Clinometer,29.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,5,FALSE,3,Live,150,-14,0,9.1,14.924,Clinometer,22.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,55,FALSE,4,Live,104,-16,0,16.3,19.560000000000002,Clinometer,53.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,14,FALSE,3,Live,35,-40,0,13,9.75,Clinometer,17,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,14,FALSE,1,Live,30,-13,0,15,6.45,Clinometer,14.5,Tree,Native,Metrosideros polymorpha,METPOL1,Other bole DBH = 8.6,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,14,FALSE,3,Live,48,-10,0,18,10.44,Clinometer,19,Tree,Native,Metrosideros polymorpha,METPOL1,"Other boles DBH=17, 11, 10, 9, 9, 11",TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,14,FALSE,2,Live,28,-25,0,17,9.01,Clinometer,27.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,14,FALSE,4,Live,74,-32,0,18,19.08,Clinometer,69,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,49,FALSE,1,Live,84,-12,1,10.7,11.272,Clinometer,20.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,49,FALSE,2,Dead,109,-17,0,11.1,13.986,Clinometer,49,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,1,Dead,84,6,1.4,7.8,7.484,Clinometer,6.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,2,Dead,122,-3,1.6,6.8,10.1,Clinometer,34.6,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,3,Live,46,-11,0,5.7,3.249,Clinometer,5.2,Tree,Native,Metrosideros polymorpha,METPOL1,DBH total of X2 boles,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,4,Dead,58,14,2,6.8,4.992,Clinometer,18.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,3,Dead,122,11,1.4,11.2,13.831999999999999,Clinometer,21.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,2,Live,18,-4,1.4,10.3,3.666,Clinometer,3.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,15,FALSE,1,Live,84,-32,0,9,10.44,Clinometer,37,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,15,FALSE,4,Live,120,-8,0,9,11.52,Clinometer,19.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,15,FALSE,3,Live,115,-15,0,11.5,14.950000000000001,Clinometer,42.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,15,FALSE,2,Live,65,-20,0,7.5,6.375,Clinometer,26.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,1,FALSE,3,Live,90,21,0,20,13.8,Clinometer,18.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,1,FALSE,2,Live,56,-11,0,10.5,7.035,Clinometer,30.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,1,FALSE,4,Live,110,15,0,10,9.5,Clinometer,37.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,36,FALSE,2,Live,80,-6,0,10,8.6,Clinometer,13.2,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,36,FALSE,1,Live,50,-25,0,10,7.5,Clinometer,12,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,36,FALSE,3,Live,60,-30,0,10,9,Clinometer,23.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,9,FALSE,2,Live,75,-10,0,10,8.5,Clinometer,19,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,9,FALSE,4,Live,70,-10,0,10,8,Clinometer,21.3,Tree,Native,Metrosideros polymorpha,METPOL1,2 boles: 11.8+9.5=21.3,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,9,FALSE,1,Live,70,-10,0,10,8,Clinometer,14.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,9,FALSE,3,Live,55,-20,0,10,7.5,Clinometer,97,Tree,Native,Metrosideros polymorpha,METPOL1,6 boles: 16+13.5+15.9+7.3+11.8+19.8+13.4=97,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,15,FALSE,1,Live,62,-19,0,10.5,8.504999999999999,Clinometer,21,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,15,FALSE,3,Live,72,-20,0,9.3,8.556000000000001,Clinometer,29,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,15,FALSE,3,Live,70,-18,0,9.7,8.536,Clinometer,26,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,15,FALSE,4,Live,130,-15,0,7,10.15,Clinometer,26,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,15,FALSE,4,Live,80,-15,0,9.6,9.120000000000001,Clinometer,26,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,15,FALSE,3,Live,58,-12,0,13.9,9.73,Clinometer,34,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,21,FALSE,4,Live,68,-25,0,5.9,5.487,Clinometer,13.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,21,FALSE,1,Live,49,-36,0,7.4,6.290000000000001,Clinometer,19,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,21,FALSE,2,Live,47,-27,1.5,10.6,9.344,Clinometer,22,Tree,Native,Metrosideros polymorpha,METPOL1,2 boles:  22+31,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,21,FALSE,3,Live,86,-5,1.4,8.8,9.408000000000001,Clinometer,16.5,Tree,Native,Metrosideros polymorpha,METPOL1,5 boles:  14+16+12.5+16.5+10.5,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,32,FALSE,1,Live,68,-2,0,11,7.7,Clinometer,22.2,Tree,Native,Metrosideros polymorpha,METPOL1,Large bole alive. Smaller bole 16.2 dead,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,32,FALSE,4,Live,120,15,0,13,13.65,Clinometer,27.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,32,FALSE,3,Live,78,-24,0,10,10.200000000000001,Clinometer,29.7,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,32,FALSE,2,Live,64,-22,0,10.3,8.858,Clinometer,19.1,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,42,FALSE,3,Live,10,-45,0,8,4.4,Clinometer,57.5,Tree,Native,Metrosideros polymorpha,METPOL1,"Five boles: 12.1, 13.5, 10.5, 12, 9.4",TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,42,FALSE,2,Live,35,-5,2,10,6,Clinometer,24.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,2,Live,60,-27,1,6,6.22,Clinometer,15.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,1,Live,80,-11,1,7.9,8.189,Clinometer,24.5,Tree,Native,Metrosideros polymorpha,METPOL1,22.3 + 16 +13.2 + 24.5,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,1,Live,102,-3,1,6.7,8.035,Clinometer,21.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,3,Live,95,2,1,6,6.58,Clinometer,38.4,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,4,FALSE,2,Live,70,-24,1,5.5,6.17,Clinometer,30,Tree,Native,Metrosideros polymorpha,METPOL1,2 boles (30+20.5),TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,4,FALSE,4,Live,64,-29,1.4,9,9.77,Clinometer,18.3,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,4,FALSE,3,Live,55,-38,1.4,8,8.84,Clinometer,19,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,4,FALSE,1,Live,113,-57,1.4,8.5,15.5,Clinometer,26.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,4,FALSE,4,Live,5,-39,1,9,4.96,Clinometer,15,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,7,FALSE,1,Live,55,-8,0,8,5.04,Clinometer,11,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,37,FALSE,3,Live,68,-25,0,10,9.3,Clinometer,47.1,Tree,Native,Metrosideros polymorpha,METPOL1,4 boles: 12.7+12.4+10.1+11.9=47.1,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,37,FALSE,1,Live,67,-33,0,11.4,11.4,Clinometer,92.1,Tree,Native,Metrosideros polymorpha,METPOL1,4 boles: 20.9+16.7+23.0+31.5=92.1,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,37,FALSE,2,Live,112,13,0,13.8,13.662,Clinometer,13.8,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,37,FALSE,4,Live,45,-40,0,10.7,9.095,Clinometer,64.6,Tree,Native,Metrosideros polymorpha,METPOL1,3 boles: 29.5+16.3+18.8=64.6,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,7,FALSE,4,Live,65,-30,0,8,7.6000000000000005,Clinometer,33,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,7,FALSE,4,Live,45,-50,0,6.5,6.175,Clinometer,13.5,Tree,Native,Metrosideros polymorpha,METPOL1,2 boles: 11,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,14,FALSE,1,Live,95,4,0,8.6,7.826,Clinometer,48,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,14,FALSE,4,Live,125,-8,0,7.8,10.374,Clinometer,13.5,Tree,Native,Metrosideros polymorpha,METPOL1,,TRUE,TRUE
