Unit_Code,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,Azimuth_Plot,QA_Plot,Start_Lat,Start_Long,Center_Lat,Center_Long,End_Lat,End_Long,GCS,Lat_Dir,Long_Dir,Certified,Verified
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,8,154,FALSE,19.672989,-156.025831,19.672967,-156.025819,19.672922,-156.025778,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,8,154,FALSE,19.672989,-156.025831,19.672967,-156.025819,19.672922,-156.025778,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,9,324,FALSE,19.682673,-156.032981,19.682818,-156.033027,19.682833,-156.033088,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,9,324,FALSE,19.682673,-156.032981,19.682818,-156.033027,19.682833,-156.033088,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,9,324,FALSE,19.682673,-156.032981,19.682818,-156.033027,19.682833,-156.033088,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Fixed,10,102,FALSE,19.68149,-156.032144,19.681493,-156.032062,19.681454,-156.031953,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,10,102,FALSE,19.68149,-156.032144,19.681493,-156.032062,19.681454,-156.031953,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,10,102,FALSE,19.68149,-156.032144,19.681493,-156.032062,19.681454,-156.031953,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,11,137,FALSE,19.684888,-156.033256,19.684888,-156.033256,19.684888,-156.033256,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,12,324,FALSE,19.683344,-156.033265,19.683344,-156.033265,19.683344,-156.033265,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,13,192,FALSE,19.683797,-156.033362,19.683797,-156.033362,19.683797,-156.033362,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,14,219,FALSE,19.689377,-156.034517,19.689377,-156.034517,19.689377,-156.034517,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2011,1,Rotational,15,261,FALSE,19.678431,-156.028753,19.678431,-156.028753,19.678431,-156.028753,World Geodetic System 1984,North,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,20,262,FALSE,-14.266436,-170.707071,,,-14.266554,-170.70746,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,16,206,FALSE,-14.274956,-170.717165,,,-14.275408,-170.717378,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,46,239,FALSE,-14.275289,-170.715904,-14.275352,-170.715932,-14.275516,-170.716247,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,10,348,FALSE,-14.253017,-170.665456,-14.25274,-170.66541,-14.252638,-170.665623,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,10,348,FALSE,-14.253017,-170.665456,-14.25274,-170.66541,-14.252638,-170.665623,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,5,273,FALSE,-14.264679,-170.697886,-14.26466,-170.69806,-14.264535,-170.698285,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,5,273,FALSE,-14.264679,-170.697886,-14.26466,-170.69806,-14.264535,-170.698285,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,28,239,FALSE,-14.274207,-170.718306,,,-14.27399,-170.717982,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,25,267,FALSE,-14.259085,-170.659542,,,-14.259121,-170.659217,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,30,44,FALSE,-14.258532,-170.678037,,,-14.258107,-170.677685,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,13,140,FALSE,-14.251452,-170.664355,-14.25173,-170.66422,-14.251958,-170.664067,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,13,140,FALSE,-14.251452,-170.664355,-14.25173,-170.66422,-14.251958,-170.664067,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,29,191,FALSE,-14.256455,-170.680181,-14.256582,-170.680107,-14.256727,-170.680236,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,1,286,FALSE,-14.26073,-170.66722,-14.26064,-170.66748,-14.26058,-170.66772,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,1,286,FALSE,-14.26073,-170.66722,-14.26064,-170.66748,-14.26058,-170.66772,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,9,162,FALSE,-14.261892,-170.695906,-14.26199,-170.69589,-14.262226,-170.695757,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,9,162,FALSE,-14.261892,-170.695906,-14.26199,-170.69589,-14.262226,-170.695757,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,4,288,FALSE,-14.258873,-170.696744,-14.25884,-170.69696,-14.25872,-170.697217,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,4,288,FALSE,-14.258873,-170.696744,-14.25884,-170.69696,-14.25872,-170.697217,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,27,285,FALSE,-14.276267,-170.716904,,,-14.276123,-170.717284,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,2,204,FALSE,-14.257504,-170.666867,-14.25768,-170.66684,-14.257875,-170.666923,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,2,204,FALSE,-14.257504,-170.666867,-14.25768,-170.66684,-14.257875,-170.666923,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,24,193,FALSE,-14.256578,-170.677252,,,-14.257238,-170.677223,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,18,17,FALSE,-14.273367,-170.719133,,,-14.272996,-170.719031,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,47,94,FALSE,-14.266431,-170.71076,-14.266467,-170.710686,-14.266395,-170.710445,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,8,155,FALSE,-14.270176,-170.711729,-14.27031,-170.71164,-14.270483,-170.711654,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,8,155,FALSE,-14.270176,-170.711729,-14.27031,-170.71164,-14.270483,-170.711654,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,6,284,FALSE,-14.253931,-170.665454,-14.25393,-170.66591,-14.253958,-170.665964,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,6,284,FALSE,-14.253931,-170.665454,-14.25393,-170.66591,-14.253958,-170.665964,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,7,205,FALSE,-14.252512,-170.679186,-14.25272,-170.67906,-14.252955,-170.679,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,7,205,FALSE,-14.252512,-170.679186,-14.25272,-170.67906,-14.252955,-170.679,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,21,38,FALSE,-14.261083,-170.659696,,,-14.26083,-170.659391,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,22,205,FALSE,-14.259093,-170.678138,,,-14.25959,-170.678323,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,11,303,FALSE,-14.261828,-170.681555,-14.26179,-170.68176,-14.261756,-170.681963,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,11,303,FALSE,-14.261828,-170.681555,-14.26179,-170.68176,-14.261756,-170.681963,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2018,2,Fixed,7,5,FALSE,-14.23767,-169.42998,-14.23744,-169.43002,-14.23722,-169.43001,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Fixed,7,5,FALSE,-14.23767,-169.42998,-14.23744,-169.43002,-14.23722,-169.43001,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Fixed,3,208,FALSE,-14.22874,-169.43663,-14.22895,-169.43672,-14.22906,-169.4368,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2018,2,Fixed,3,208,FALSE,-14.22874,-169.43663,-14.22895,-169.43672,-14.22906,-169.4368,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Rotational,17,293,FALSE,-14.241506,-169.460439,,,-14.2414,-169.460875,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Fixed,2,192,FALSE,-14.22772,-169.43547,-14.22794,-169.4355,-14.22815,-169.43553,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2018,2,Fixed,2,192,FALSE,-14.22772,-169.43547,-14.22794,-169.4355,-14.22815,-169.43553,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,19,90,FALSE,-14.26489,-170.700481,,,-14.264827,-170.700092,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,26,26,FALSE,-14.267896,-170.711027,,,-14.267598,-170.710944,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,17,1,FALSE,-14.262647,-170.699566,,,-14.262303,-170.699585,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Fixed,14,203,FALSE,-14.260218,-170.681288,-14.2603,-170.68144,-14.26067,-170.681399,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,14,203,FALSE,-14.260218,-170.681288,-14.2603,-170.68144,-14.26067,-170.681399,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2013,1,Rotational,23,213,FALSE,-14.26347,-170.699612,,,-14.263913,-170.699852,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Rotational,20,16,FALSE,-14.243213,-169.464523,,,-14.242806,-169.464424,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Fixed,8,273,FALSE,-14.23832,-169.4339,-14.238340000000001,-169.43411,-14.23839,-169.4343,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2018,2,Fixed,8,273,FALSE,-14.23832,-169.4339,-14.238340000000001,-169.43411,-14.23839,-169.4343,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Rotational,16,195,FALSE,-14.236731,-169.436397,,,-14.237083,-169.436431,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Rotational,19,105,FALSE,-14.230758,-169.433908,,,-14.230863,-169.433481,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Fixed,4,104,FALSE,-14.22914,-169.4384,-14.22923,-169.43817,-14.22921,-169.43794,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2018,2,Fixed,4,104,FALSE,-14.22914,-169.4384,-14.22923,-169.43817,-14.22921,-169.43794,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Rotational,18,255,FALSE,-14.241642,-169.463403,,,-14.241816,-169.463754,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Fixed,6,278,FALSE,-14.23781,-169.42847,-14.23776,-169.42863,-14.23769,-169.42891,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2018,2,Fixed,6,278,FALSE,-14.23781,-169.42847,-14.23776,-169.42863,-14.23769,-169.42891,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2013,1,Fixed,1,73,FALSE,-14.22852,-169.43423,-14.22851,-169.43394,-14.22841,-169.43378,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2018,2,Fixed,1,73,FALSE,-14.22852,-169.43423,-14.22851,-169.43394,-14.22841,-169.43378,World Geodetic System 1984,South,West,TRUE,TRUE
HALE,Haleakala,Haleakalā,2018,2,Rotational,35,91,FALSE,20.748319,-156.24534,20.748297,-156.245082,20.748365,-156.244841,World Geodetic System 1984,North,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Rotational,45,308,FALSE,-14.27657,-170.71547,-14.27643,-170.71556,-14.27634,-170.71577,World Geodetic System 1984,South,West,TRUE,TRUE
KALA,Kalawao,Kalawao,2017,2,Fixed,10,255,FALSE,21.202748,-156.958858,21.202722,-156.958945,21.202697,-156.959042,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Kalawao,Kalawao,2012,1,Fixed,10,255,FALSE,21.202748,-156.958858,21.202722,-156.958945,21.202697,-156.959042,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Olaa,ʻŌlaʻa,2015,2,Fixed,15,56,FALSE,19.501194,-155.267794,19.501349,-155.267701,19.501506,-155.267465,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Olaa,ʻŌlaʻa,2021,3,Fixed,15,56,FALSE,19.501194,-155.267794,19.501349,-155.267701,19.501506,-155.267465,World Geodetic System 1984,North,West,TRUE,TRUE
WAPA,Guam,Guam,2019,2,Rotational,20,223,FALSE,13.47082,144.72298,13.47074,144.72285,13.47056,144.72275,World Geodetic System 1984,North,East,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,30,308,FALSE,21.141716,-156.902774,21.141863,-156.902917,21.141973,-156.903108,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,6,302,FALSE,21.146365,-156.906194,21.146467,-156.906414,21.14655,-156.906605,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,6,302,FALSE,21.146365,-156.906194,21.146467,-156.906414,21.14655,-156.906605,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Rotational,56,118,FALSE,19.307075,-155.575347,19.307003,-155.575125,19.30689,-155.57858,World Geodetic System 1984,North,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Rotational,40,251,FALSE,-14.25086,-170.68013,-14.25089,-170.68033,-14.25099,-170.68059,World Geodetic System 1984,South,West,TRUE,TRUE
KALA,Kalawao,Kalawao,2017,2,Rotational,18,279,FALSE,21.200377,-156.957696,21.200388,-156.957793,21.200407,-156.957889,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,44,352,FALSE,21.142962,-156.902709,21.143152,-156.902754,21.14336,-156.902809,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Kipahulu District,Kīpahulu District,2012,1,Rotational,26,16,FALSE,20.684959,-156.092584,20.685175,-156.092551,20.685354,-156.092471,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Kipahulu District,Kīpahulu District,2013,1,Rotational,23,3,FALSE,20.68987,-156.084058,20.690068,-156.084016,20.69032,-156.083973,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,16,0,FALSE,21.155562,-156.915249,21.155797,-156.915265,21.156023,-156.91529,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Rotational,34,290,FALSE,19.263326,-155.582197,19.263414,-155.582351,19.263492,-155.58258,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Rotational,40,288,FALSE,19.327132,-155.534647,19.327201,-155.534867,19.327271,-155.535087,World Geodetic System 1984,North,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2018,2,Rotational,36,115,FALSE,-14.23088,-169.48184,-14.23098,-169.4816,-14.23103,-169.48143,World Geodetic System 1984,South,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,38,110,FALSE,21.128085,-156.906123,21.127992,-156.905903,21.127908,-156.905702,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Kipahulu District,Kīpahulu District,2012,1,Rotational,19,104,FALSE,20.681227,-156.092339,20.681142,-156.092158,20.681147,-156.09188,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Kipahulu District,Kīpahulu District,2012,1,Fixed,2,273,FALSE,20.71362,-156.106515,20.713571,-156.106785,20.713593,-156.107024,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Kipahulu District,Kīpahulu District,2017,2,Fixed,2,273,FALSE,20.71362,-156.106515,20.713571,-156.106785,20.713593,-156.107024,World Geodetic System 1984,North,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Fixed,12,239,FALSE,-14.27538,-170.71603,-14.27548,-170.7162,-14.2756,-170.71637,World Geodetic System 1984,South,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2018,2,Rotational,41,224,FALSE,-14.22762,-169.44257,-14.22776,-169.44275,-14.22787,-169.4429,World Geodetic System 1984,South,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Rotational,57,359,FALSE,19.329042,-155.54376,19.329253,-155.543755,19.329462,-155.543765,World Geodetic System 1984,North,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Rotational,37,252,FALSE,-14.26344,-170.68988,-14.26355,-170.69006,-14.26369,-170.69026,World Geodetic System 1984,South,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2016,2,Rotational,31,134,FALSE,19.501388,-155.448301,19.501228,-155.448127,19.501049,-155.447972,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Kalawao,Kalawao,2012,1,Fixed,9,293,FALSE,21.187728,-156.949372,21.187765,-156.949465,21.187798,-156.949564,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Kalawao,Kalawao,2017,2,Fixed,9,293,FALSE,21.187728,-156.949372,21.187765,-156.949465,21.187798,-156.949564,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,54,141,FALSE,19.395367,-155.233255,19.395231,-155.233116,19.395073,-155.232943,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Kipahulu District,Kīpahulu District,2012,1,Rotational,18,168,FALSE,20.683694,-156.092512,20.683485,-156.09243,20.683321,-156.092375,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Olaa,ʻŌlaʻa,2015,2,Fixed,11,337,FALSE,19.483015,-155.256837,19.483276,-155.256935,19.483428,-155.257042,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Olaa,ʻŌlaʻa,2021,3,Fixed,11,337,FALSE,19.483015,-155.256837,19.483276,-155.256935,19.483428,-155.257042,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Haleakala,Haleakalā,2012,1,Rotational,16,346,FALSE,20.743223,-156.203724,20.743441,-156.203758,20.743631,-156.203822,World Geodetic System 1984,North,West,TRUE,TRUE
KAHO,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Rotational,20,245,FALSE,19.683408,-156.033283,19.683408,-156.033283,19.683408,-156.033283,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2023,3,Rotational,59,273,FALSE,19.23599,-155.750268,19.235995,-155.750498,19.236,-155.750503,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Olaa,ʻŌlaʻa,2015,2,Rotational,32,265,FALSE,19.493871,-155.210786,19.493905,-155.210911,19.493874,-155.211243,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Haleakala,Haleakalā,2017,2,Rotational,33,249,FALSE,20.701409,-156.185591,20.701367,-156.185803,20.701325,-156.186014,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Rotational,52,67,FALSE,19.254258,-155.593398,19.254302,-155.593135,19.25447,-155.59292,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Mauna Loa,Mauna Loa,2022,3,Rotational,48,6,FALSE,19.482033,-155.410278,19.482252,-155.41022,19.48248,-155.410183,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Haleakala,Haleakalā,2017,2,Fixed,5,108,FALSE,20.749538,-156.212303,20.749434,-156.212074,20.749342,-156.211888,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Haleakala,Haleakalā,2012,1,Fixed,5,108,FALSE,20.749538,-156.212303,20.749434,-156.212074,20.749342,-156.211888,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,27,228,FALSE,21.143782,-156.907655,21.143648,-156.907811,21.143506,-156.907967,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Olaa,ʻŌlaʻa,2021,3,Rotational,53,329,FALSE,19.488246,-155.254481,19.488448000000002,-155.254626,19.488638,-155.254757,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Olaa,ʻŌlaʻa,2015,2,Rotational,42,117,FALSE,19.47681,-155.222506,19.476641,-155.222323,19.476616,-155.222113,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,19,29,FALSE,21.140634,-156.900662,21.140849,-156.900563,21.141038000000002,-156.900474,World Geodetic System 1984,North,West,TRUE,TRUE
WAPA,Guam,Guam,2019,2,Rotational,19,297,FALSE,13.47708,144.72551,13.47716,144.72533,13.47724,144.72513,World Geodetic System 1984,North,East,TRUE,TRUE
HALE,Kipahulu District,Kīpahulu District,2012,1,Fixed,8,104,FALSE,20.729294,-156.094847,20.729199,-156.09458,20.729169,-156.094408,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Kipahulu District,Kīpahulu District,2017,2,Fixed,8,104,FALSE,20.729294,-156.094847,20.729199,-156.09458,20.729169,-156.094408,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Haleakala,Haleakalā,2017,2,Fixed,10,255,FALSE,20.753476,-156.233662,20.753443999999998,-156.233893,20.753375,-156.234106,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Haleakala,Haleakalā,2012,1,Fixed,10,255,FALSE,20.753476,-156.233662,20.753443999999998,-156.233893,20.753375,-156.234106,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,36,15,FALSE,21.149499,-156.912869,21.14977,-156.912875,21.149978,-156.912862,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,35,183,FALSE,19.375468,-155.225801,19.375224,-155.225788,19.374989,-155.225832,World Geodetic System 1984,North,West,TRUE,TRUE
WAPA,Guam,Guam,2014,1,Fixed,1,274,FALSE,13.462144,144.732162,13.462151,144.731996,13.462158,144.731737,World Geodetic System 1984,North,East,TRUE,TRUE
WAPA,Guam,Guam,2019,2,Fixed,1,274,FALSE,13.462144,144.732162,13.462151,144.731996,13.462158,144.731737,World Geodetic System 1984,North,East,TRUE,TRUE
HAVO,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,9,353,FALSE,19.365031,-155.137267,19.365321,-155.137243,19.365536,-155.137407,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Haleakala,Haleakalā,2017,2,Rotational,34,93,FALSE,20.754898,-156.237303,20.754912,-156.237063,20.754873,-156.236871,World Geodetic System 1984,North,West,TRUE,TRUE
NPSA,Tau,Ta‘ū,2018,2,Fixed,10,289,FALSE,-14.23006,-169.44498,-14.23003,-169.44518,-14.22995,-169.44537,World Geodetic System 1984,South,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2022,3,Rotational,54,198,FALSE,19.11026,-155.675377,19.110002,-155.675508,19.109807,-155.67565,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Kalawao,Kalawao,2012,1,Rotational,11,16,FALSE,21.192338,-156.952308,21.192428,-156.952288,21.1925,-156.952258,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Kahuku,Kahuku,2016,2,Rotational,35,45,FALSE,19.20266,-155.648629,19.202816,-155.648499,19.202963,-155.64833,World Geodetic System 1984,North,West,TRUE,TRUE
HAVO,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,58,37,FALSE,19.381618,-155.224988,19.381776,-155.224868,19.381764,-155.224849,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Kipahulu District,Kīpahulu District,2018,2,Rotational,35,309,FALSE,20.691964,-156.105986,20.692067,-156.106186,20.692187,-156.106375,World Geodetic System 1984,North,West,TRUE,TRUE
HALE,Haleakala,Haleakalā,2012,1,Rotational,18,16,FALSE,20.735558,-156.235495,20.735747,-156.235453,20.735962,-156.235372,World Geodetic System 1984,North,West,TRUE,TRUE
NPSA,Tutuila,Tutuila,2018,2,Rotational,31,19,FALSE,-14.25889,-170.68199,-14.2587,-170.68198,-14.25849,-170.68198,World Geodetic System 1984,South,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,11,56,FALSE,21.148093,-156.905944,21.148646,-156.905833,21.148786,-156.905654,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,11,56,FALSE,21.148093,-156.905944,21.148646,-156.905833,21.148786,-156.905654,World Geodetic System 1984,North,West,TRUE,TRUE
KALA,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,1,167,FALSE,21.146606,-156.907604,21.146394,-156.907601,21.146165,-156.907485,World Geodetic System 1984,North,West,TRUE,TRUE
